"","Ctrl1","Ctrl2","Ctrl3","Ctrl4","MOR1","MOR2","MOR3","MOR4"
"ENSMUSG00000036181",14.5,13.86,11.72,12.18,4.9,6.88,7.43,9.35
"ENSMUSG00000036185",0.54,0.37,0.27,0.25,0.56,0.38,0.54,0.21
"ENSMUSG00000036186",61.75,48.56,36.52,21.58,13.56,43.61,38.35,41.74
"ENSMUSG00000036188",18.64,16.73,18.53,19.51,20.2,20.93,18.55,22.01
"ENSMUSG00000036192",13.31,12.6,7.75,15.46,13.62,9.74,8.36,7.58
"ENSMUSG00000036196",0.6,0.78,0.6,0.42,0.83,1.13,1.07,0.73
"ENSMUSG00000036197",1.14,1.78,1.71,1.06,1.06,0.88,0.67,0.75
"ENSMUSG00000036198",1.35,1.51,0.99,1.44,1.43,0.39,0.43,0.54
"ENSMUSG00000036199",256.57,172.08,159.84,194.43,230.7,252.82,201.43,225.57
"ENSMUSG00000036202",1.38,1.47,1.42,2.09,1.53,1.55,2.12,1.76
"ENSMUSG00000036206",6.46,8.05,5.73,8.49,9.16,12.62,13.19,10.49
"ENSMUSG00000036208",1.18,1.24,1.81,1.41,1.25,1.47,1.51,1.1
"ENSMUSG00000036211",0,0,0,0,0,0,0,0
"ENSMUSG00000036214",4.78,3.97,3.92,3.91,2.68,2.66,3.53,3.69
"ENSMUSG00000036216",0,0.13,0,0,0,0,0,0
"ENSMUSG00000036218",3.57,4.86,4.21,6.9,8.65,7.69,6.09,5.49
"ENSMUSG00000036223",0.05,0.11,0,0.16,0.08,0.19,0.3,0.11
"ENSMUSG00000036225",22.19,21.98,32.59,15.39,12.75,15.54,13.97,15.39
"ENSMUSG00000036231",0,0,0,0,0,0,0.35,0
"ENSMUSG00000036241",6.55,6,5.67,7.4,7.29,6.67,5.64,6.86
"ENSMUSG00000036242",10.71,11.43,6.43,9.02,9.88,11.84,9.12,11.41
"ENSMUSG00000036244",0,0,0,0,0,0,0,0
"ENSMUSG00000036246",2.21,1.82,3.8,1.79,2.31,1.59,2.34,2.61
"ENSMUSG00000036249",7.1,6.42,6.62,6.69,7.49,7.94,7.38,7.99
"ENSMUSG00000036251",0.03,0,0,0,0.03,0,0,0
"ENSMUSG00000036256",32.43,21.09,15.92,7.64,2.6,10.82,6.35,7.02
"ENSMUSG00000036257",47.34,42.04,39.44,52.39,51.89,53.12,45.06,53.18
"ENSMUSG00000036264",7.3,11.33,17.16,9.2,9.98,10.65,10.99,10.73
"ENSMUSG00000036270",17.79,21.98,24.6,20.59,21.17,19.52,20.36,19.94
"ENSMUSG00000036273",3.65,3.98,6.27,5.31,2.72,5.05,3.88,2.96
"ENSMUSG00000036275",41.43,42.77,45.61,42.96,40.29,37.65,40.84,41.3
"ENSMUSG00000036278",1.18,1.36,0.83,1.39,1.05,1.57,0.82,0.97
"ENSMUSG00000036281",3.91,6.06,6.97,9.01,5.53,6.51,5.18,5.56
"ENSMUSG00000036282",2.23,2.22,2.66,3.43,2.04,1.7,3,3.99
"ENSMUSG00000036285",10.31,10.38,10.36,9.69,10.38,10.46,10.35,9.72
"ENSMUSG00000036291",8.95,10,9.58,11.29,9.55,8.47,10,10.71
"ENSMUSG00000036292",0.2,0.51,0.53,0.26,0.49,0.38,0.33,0.18
"ENSMUSG00000036295",19.49,20.51,35.03,21.5,21,28.92,31.21,25.26
"ENSMUSG00000036298",4.75,3.38,8.97,5.75,3.71,3.14,3.63,2.86
"ENSMUSG00000036299",152.09,130.39,114.01,111.76,147.9,120.77,135.5,149.1
"ENSMUSG00000036304",2.57,2.75,7.11,4.45,4.92,3.73,4.27,2.97
"ENSMUSG00000036306",51.89,54.58,71.96,52.26,74.86,55.02,67.29,77.86
"ENSMUSG00000036309",281.72,208.09,214.93,231.62,288.23,271.23,232.53,264.68
"ENSMUSG00000036315",21.65,20.63,18.86,18.56,23.17,18.48,23.74,24.78
"ENSMUSG00000036322",0,0,0,0,0,0,0,0
"ENSMUSG00000036323",20.43,21.68,22.25,21.42,22.91,22.37,19.02,20.97
"ENSMUSG00000036327",8.44,12.94,14.77,10.86,11.8,10.7,13.73,12.99
"ENSMUSG00000036330",0.04,0.13,0.43,0,0.19,0,0.12,0.14
"ENSMUSG00000036333",34.87,39.14,42.34,41.95,37.42,38.57,41,38.56
"ENSMUSG00000036334",0.97,0.61,0.84,0.48,0.26,0.83,0.29,1.01
"ENSMUSG00000036339",6.67,7.55,8.72,6.04,2.8,7.47,6.19,6.17
"ENSMUSG00000036352",15.85,14.74,13.02,11.05,10.78,12.6,10.85,14.2
"ENSMUSG00000036353",54.17,63.89,32.21,57.92,49.75,58.41,48.52,48.71
"ENSMUSG00000036356",9.49,11.28,14.64,12.82,12.14,13.31,12.63,17.06
"ENSMUSG00000036357",0.53,0.44,1.16,0.42,0.25,0.22,0.12,0.26
"ENSMUSG00000036362",11.98,14.33,10.3,12.79,10.5,12.22,11.1,11.34
"ENSMUSG00000036368",4.75,7.3,4.39,4.91,4.54,4.79,2.99,4.3
"ENSMUSG00000036371",79.9,68.64,75.1,90.8,95.27,101.18,84.61,84.98
"ENSMUSG00000036372",90.01,52.97,49.93,59.94,81.57,49.39,78.97,70.38
"ENSMUSG00000036376",5.19,4.69,5.69,4.78,6.24,7.28,5.76,6.51
"ENSMUSG00000036377",4.44,7.5,4.03,6.74,7.3,5.46,8.39,8.98
"ENSMUSG00000036381",3.67,5.14,2.95,4.41,3.2,3.25,2.11,2.98
"ENSMUSG00000036390",3.12,2.33,2.06,1.95,2.07,3.82,2.51,1.84
"ENSMUSG00000036391",2.73,6.05,5.64,7.74,3.52,5.92,4.86,3.3
"ENSMUSG00000036395",0.16,0.04,0.17,0.1,0.08,0.18,0.34,0.36
"ENSMUSG00000036398",162.58,139.89,110.39,133.37,139.78,120.29,151.95,149.58
"ENSMUSG00000036401",0,0,0,0,0,0,0.06,0
"ENSMUSG00000036402",48.17,39.3,31.59,51.08,39.48,35.06,33.56,33.09
"ENSMUSG00000036403",0.78,0.73,1.18,1.31,1.31,1.61,1.15,1.01
"ENSMUSG00000036411",3.39,2.96,2.85,4.13,4.16,5.53,5.44,6.01
"ENSMUSG00000036412",0.22,0.26,0.23,0.33,0.21,0,0.22,0.24
"ENSMUSG00000036422",5.88,6.21,5.68,6.8,9.68,9.84,10.1,11.86
"ENSMUSG00000036427",314.93,353.87,292.95,292.85,316.14,361.17,340.39,309.22
"ENSMUSG00000036430",33.06,29.28,32.1,29.37,38.23,30.03,36.62,41.52
"ENSMUSG00000036432",2.12,1.05,0.9,1.13,1.79,0.97,1.23,1
"ENSMUSG00000036435",11.7,13.26,12.68,13.49,15.07,15.53,15.98,14.77
"ENSMUSG00000036437",6.07,8.1,5.09,5.7,9.6,11.34,10.52,9
"ENSMUSG00000036438",2569.87,1883.79,1990.3,1983.44,2645.68,2196.39,2365.68,2543.9
"ENSMUSG00000036442",23.33,19.2,22.12,20.76,22.59,26.75,28.13,26.26
"ENSMUSG00000036446",0.89,1.16,2.37,0.93,0.46,0.54,0.32,0.8
"ENSMUSG00000036449",0,0,0,0,0,0,0,0
"ENSMUSG00000036450",5.21,8.18,8.66,6.91,7.79,8.24,7.15,8.17
"ENSMUSG00000036452",11.46,13.07,21.02,23.84,19.2,20.33,15.86,12.61
"ENSMUSG00000036459",0.8,0.51,0.8,0.37,0.42,0,0.47,0.21
"ENSMUSG00000036461",0.9,0.58,0.82,0.61,0.47,0.5,0.86,0.7
"ENSMUSG00000036463",0,0,0,0,0,0,0,0
"ENSMUSG00000036466",7.8,9.29,7.69,4.23,4.43,3.69,4.77,4.62
"ENSMUSG00000036469",5.33,8.36,7.38,10.73,11.21,11.36,9.92,8.21
"ENSMUSG00000036473",9.17,12.24,10.17,11.74,11.7,11.09,11.24,10.73
"ENSMUSG00000036478",11.45,6,8.53,4.84,2.41,5.73,6.23,7.8
"ENSMUSG00000036480",0.06,0.1,0,0,0.09,0.88,0.33,1.25
"ENSMUSG00000036492",2.62,1.93,0.87,1.7,4.03,2.06,4.18,3.5
"ENSMUSG00000036499",11.04,10.08,10.39,10.64,13.02,10.26,10.47,10.27
"ENSMUSG00000036500",0,0,0,0,0,0,0,0
"ENSMUSG00000036501",8.4,11.34,11.05,11.91,15.8,16.44,14.77,12.16
"ENSMUSG00000036502",8.44,7.92,14.02,7.72,6.83,8.63,7.84,15.53
"ENSMUSG00000036503",57.53,61.61,52.23,53.94,43.98,56.44,45.46,44.18
"ENSMUSG00000036504",53.62,43.27,39.66,45.33,44.18,44.74,37.6,41.95
"ENSMUSG00000036510",12.92,11.91,20.78,12.43,11.46,10.99,7.37,5.57
"ENSMUSG00000036513",13.7,11.93,12.49,15,17.23,18.76,13.86,16.66
"ENSMUSG00000036521",0,0,0,0,0,0,0,0
"ENSMUSG00000036523",0.09,0.14,0.11,0.04,0,0.18,0.19,0.36
"ENSMUSG00000036526",0,0,0.05,0.04,0.06,0.04,0.07,0
"ENSMUSG00000036528",2.67,3.44,2.29,2.69,2.58,2.58,3.08,2.95
"ENSMUSG00000036529",28.09,27.65,34.19,29.86,31.53,31.95,30.54,28.56
"ENSMUSG00000036533",8.36,6.82,8.69,7.56,6.77,12.19,9.26,12.53
"ENSMUSG00000036534",10.36,7.95,10.14,11.33,12.28,13.7,11.62,10.75
"ENSMUSG00000036537",6.66,5.85,8.71,7.57,7.36,8.18,9.15,7.49
"ENSMUSG00000036545",1.79,2.15,2.21,1.62,2.18,3.86,3.42,3.57
"ENSMUSG00000036550",7.92,8.55,11.08,10.36,10.76,10.94,11.47,11
"ENSMUSG00000036551",0,0,0.15,0.14,0.03,0,0.08,0.35
"ENSMUSG00000036552",7.88,8.55,8.67,7.59,7.18,12.23,7.84,8.01
"ENSMUSG00000036553",0.15,0.58,0.79,0.94,0.26,0.33,0.81,0.44
"ENSMUSG00000036555",3.21,4.57,6.63,8.03,8.41,7.29,6.25,5.27
"ENSMUSG00000036557",0,0,0,0.27,0,0,0,0
"ENSMUSG00000036560",18.22,18.51,16.94,16.44,9.58,10.88,12.28,9.13
"ENSMUSG00000036561",13.36,17.75,17.13,14.47,18.54,14.16,19.99,15.43
"ENSMUSG00000036564",1038.74,1021.03,1618.81,867.68,899.69,811.96,793.01,1015.6
"ENSMUSG00000036565",15.2,19.73,18.43,16.71,12.63,14,13.71,14.34
"ENSMUSG00000036568",2.95,4.71,4.71,4.72,3.38,4.38,4.2,3.55
"ENSMUSG00000036570",90.01,74.32,59.7,56.65,52.59,51.81,41.6,52.67
"ENSMUSG00000036572",5.83,5.12,7.43,8.49,7.99,6.89,7.5,6.77
"ENSMUSG00000036574",0,0,0,0,0,0,0,0
"ENSMUSG00000036578",72.03,40.11,35.27,87.09,115.42,73.02,96.23,67.54
"ENSMUSG00000036580",7.44,9.3,12.52,9.22,7.79,8.63,6.91,8.41
"ENSMUSG00000036585",22.42,28.49,23.89,26.08,18.03,23.92,16.91,21.19
"ENSMUSG00000036586",0.21,0,0.56,0.53,0.08,0.12,0.23,1.03
"ENSMUSG00000036587",0,0,0.1,0.04,0.11,0.04,0,0.07
"ENSMUSG00000036591",8.92,9.36,9.69,13.07,13.74,11.76,12.09,7.75
"ENSMUSG00000036594",6.17,3.45,6.12,1.37,1.65,0.59,1.59,1.41
"ENSMUSG00000036596",0.26,0.34,0.3,0.36,0.05,0.07,0,0
"ENSMUSG00000036598",1.33,1.51,1.49,1.83,2.37,0.86,2.62,1.3
"ENSMUSG00000036599",10.49,11.35,12.05,8.96,10.98,12.67,12.35,10.75
"ENSMUSG00000036602",0.04,0.2,0,0.05,0.37,0,0,0.03
"ENSMUSG00000036606",9.24,9.9,12.61,12,8.92,10.37,14.31,9.75
"ENSMUSG00000036611",9.79,11.12,7.83,10.38,10.47,11.32,8.3,18.36
"ENSMUSG00000036613",41.65,38.89,36.61,39.58,46.55,41.57,45.56,45.94
"ENSMUSG00000036615",1.7,1.44,1.42,1.62,1.82,1.82,2.06,1.68
"ENSMUSG00000036617",20.19,21.53,10.67,31.04,39.12,34.73,31.92,24.27
"ENSMUSG00000036620",5.66,5.27,6.61,5.94,6.77,4.06,6.75,4.57
"ENSMUSG00000036622",37.9,45.59,45.94,37.52,24.65,35.42,48.5,40.39
"ENSMUSG00000036632",19.98,16.58,17.27,15.95,17.9,15.05,17.8,18.6
"ENSMUSG00000036634",86.69,87.64,113.36,73.11,82.76,83.09,49.27,71.58
"ENSMUSG00000036636",17.33,18.17,18.87,17.37,21.03,21.12,18.85,23.2
"ENSMUSG00000036639",7.52,4.43,5.17,5.91,6.58,7.36,4.87,5.65
"ENSMUSG00000036641",3.93,4.72,4.34,4.37,6.37,4.67,5.33,4.77
"ENSMUSG00000036644",38.95,43.27,57.08,50.96,47.63,42.8,46.44,45.65
"ENSMUSG00000036646",23.14,23.44,23.63,21.87,25,25.37,25.19,25.66
"ENSMUSG00000036647",0,0,0,0.01,0,0.02,0,0.05
"ENSMUSG00000036655",0.09,0.34,0.17,0.11,0.18,0.42,0.26,0.32
"ENSMUSG00000036658",0.07,0.18,0.15,0.22,0.15,0.07,0.15,0.09
"ENSMUSG00000036661",0.31,0.9,0.44,0.85,0.57,1,0.5,0.45
"ENSMUSG00000036667",53.01,54.16,71.74,66.57,60.41,71,68.18,69.1
"ENSMUSG00000036672",11.64,10.35,12.28,11.48,13.53,12.84,12.72,14.72
"ENSMUSG00000036676",2.8,4.14,3.04,3.68,4.09,4.52,3.17,3.47
"ENSMUSG00000036678",11.53,10.89,9.73,9.01,10.36,10.22,12.99,7.57
"ENSMUSG00000036686",12.6,15.67,15.82,14.5,14.77,16.34,17.78,15.79
"ENSMUSG00000036687",0.13,0,0.06,0.04,0,0,0,0.2
"ENSMUSG00000036693",7.27,5.01,5.97,7.06,7.47,9.31,7.68,7.22
"ENSMUSG00000036698",4.38,4.44,6.1,5.6,5.62,4.56,6.27,5.3
"ENSMUSG00000036699",65.07,36.27,123.84,80.08,74.25,82.16,95.62,95.53
"ENSMUSG00000036707",17.5,20.05,14.63,16.87,17.17,14.22,15.35,13.93
"ENSMUSG00000036712",11.34,12.37,27.03,13.62,12.12,10.96,10.24,10.56
"ENSMUSG00000036718",1.16,1.16,1.25,0.97,0.43,0.73,0.54,0.51
"ENSMUSG00000036721",3.96,3.6,3.33,3.99,2.11,2.78,2.74,4.36
"ENSMUSG00000036731",0.08,0.32,0.54,0,0.61,0.15,0.99,0.27
"ENSMUSG00000036733",72.98,73.14,77.08,63.55,80.86,60.85,89.88,88.92
"ENSMUSG00000036737",2.36,3.42,3.34,3.75,3.21,2.29,2.41,2.72
"ENSMUSG00000036743",0.19,0.19,0.12,0.05,0.26,0.29,0.49,0.33
"ENSMUSG00000036744",0,0,0.02,0,0,0,0,0
"ENSMUSG00000036745",28.98,27.92,23.21,25.13,27.92,27.71,23.08,21.58
"ENSMUSG00000036748",183.5,163.89,131.23,145.53,171.73,134.14,169.1,177.56
"ENSMUSG00000036749",0,0,0,0,0,0,0,0
"ENSMUSG00000036751",914.97,635.45,482.96,597.7,779.05,672.12,693.37,704.99
"ENSMUSG00000036752",311.79,303.19,173.48,293.04,316.37,367.1,363.43,286.48
"ENSMUSG00000036760",2.82,3.65,1.27,2.65,1.96,3.13,3.48,1.93
"ENSMUSG00000036764",7.84,4.03,7.34,8.18,7.78,7.28,5.62,7.46
"ENSMUSG00000036766",76.96,89.89,52.16,69.79,76.53,97.15,107.29,85.74
"ENSMUSG00000036768",0.27,0.89,0.18,0.86,0.76,0.5,0.77,0.63
"ENSMUSG00000036769",11,11.58,15.26,16.43,15.87,16.7,16.98,14.59
"ENSMUSG00000036770",0,0,0,0,0,0,0,0
"ENSMUSG00000036775",14.41,14.17,13.79,14.14,18.89,19.69,17.85,16.35
"ENSMUSG00000036777",1.65,2.26,2.89,3.53,1.94,3.51,2.89,3.49
"ENSMUSG00000036779",1.7,3.06,3.3,2.66,3.86,2.69,2.65,2.43
"ENSMUSG00000036781",55.72,28.1,32.33,29.95,36.9,26.55,36.62,37.15
"ENSMUSG00000036782",26.35,24.01,49.24,25.11,18.41,27.2,21.23,22.41
"ENSMUSG00000036790",4.07,4.48,2.9,4.58,5.05,3.4,5,4.35
"ENSMUSG00000036792",9.3,7.03,9.43,8.35,7.3,7.31,7.69,7.69
"ENSMUSG00000036800",5.98,12.38,8.09,10.92,13.57,10.66,16.03,8.23
"ENSMUSG00000036805",0,0,0,0,0,0,0,0
"ENSMUSG00000036810",23.05,18.59,18.89,17.9,19.24,13.96,15.35,14.84
"ENSMUSG00000036813",0,0,0,0,0,0,0,0
"ENSMUSG00000036814",16.18,8.74,20.64,4.44,3.43,3.01,2.5,1.66
"ENSMUSG00000036815",17.17,16.69,20.5,20.39,20.33,20.19,16.26,18.59
"ENSMUSG00000036816",1.05,0.26,0.8,0.55,0.35,0.5,0.31,0.21
"ENSMUSG00000036817",26.59,37.19,31.3,31.13,31.02,36.26,34.37,26.33
"ENSMUSG00000036819",12.06,13.61,13.69,12.89,12.51,12.4,14.09,11.99
"ENSMUSG00000036820",13.04,11.26,15.3,13.68,11.88,8.75,10.9,14.58
"ENSMUSG00000036822",8.38,7.53,10.47,8.26,8.44,7.84,8.5,9.1
"ENSMUSG00000036825",12.24,8.4,7.72,9.56,7.73,10.26,8.92,9.99
"ENSMUSG00000036826",0,1.04,0.69,0.92,0.6,1.17,0.94,1.04
"ENSMUSG00000036832",0.27,0.11,0.03,0.03,0.19,0.15,0.26,0.23
"ENSMUSG00000036833",3.72,4.46,3.91,3.69,2.55,3.35,2.6,3.07
"ENSMUSG00000036834",2.35,2.24,2.43,2.3,1.81,2.4,1.5,2.26
"ENSMUSG00000036835",89.3,59.94,63.14,51.14,70.45,61.57,61.32,67.82
"ENSMUSG00000036840",2.17,2.5,1.25,3.01,2.08,2.26,2.63,2.24
"ENSMUSG00000036845",34.33,31.55,30.78,34.93,43.12,42.04,35.52,38.67
"ENSMUSG00000036850",90.7,67.99,70.97,76.52,93.44,100.1,85.23,76.6
"ENSMUSG00000036853",0,0,0.05,0.03,0,0.07,0,0
"ENSMUSG00000036854",6.17,4.74,5.41,5.24,4.18,2.12,2.74,4.57
"ENSMUSG00000036855",0,0.05,0,0.09,0,0,0,0.05
"ENSMUSG00000036856",1.19,0.97,0.72,0.89,1.45,1.27,1.22,1.35
"ENSMUSG00000036858",0.15,0.16,0.16,0.25,0.4,0.4,0.67,0.71
"ENSMUSG00000036860",71.62,63.51,67.66,53.36,63.67,54.89,61.15,67.26
"ENSMUSG00000036862",0.88,0.99,1.47,1.03,0.6,0.61,1.11,0.73
"ENSMUSG00000036863",0.55,0.63,0.48,0.39,0.49,0.24,0.17,0.43
"ENSMUSG00000036864",1.09,0.9,1.18,0.92,3.58,1.02,2.85,1.9
"ENSMUSG00000036867",0.02,0,0.09,0.16,0.05,1.01,0.05,0.26
"ENSMUSG00000036872",0.05,0.45,1.46,0.63,0.83,2.31,5.86,2.86
"ENSMUSG00000036873",27.92,23.97,20.88,26.54,34.36,31.43,32.05,30.5
"ENSMUSG00000036875",0.1,0.1,0.26,0.36,0.61,0.35,0.4,0.15
"ENSMUSG00000036879",11.29,16.63,9.54,13.59,10.39,12.28,9.27,10.41
"ENSMUSG00000036880",39.12,41.76,47.41,38.03,25.63,33.76,24.61,27.54
"ENSMUSG00000036882",42.49,50.82,92.49,52.12,50.64,55.76,66.57,54.54
"ENSMUSG00000036885",6.02,7.87,6.57,7.45,6.94,6.48,6.83,5.52
"ENSMUSG00000036887",103.82,97.79,71.27,71.92,81.19,69.08,79.13,79.22
"ENSMUSG00000036890",15.53,12.57,6.63,15.16,11.25,17.19,16.1,14.76
"ENSMUSG00000036892",0,0,0,0,0,0,0,0.12
"ENSMUSG00000036893",15.92,17.53,14.67,25.01,15.85,18.46,16.61,20.32
"ENSMUSG00000036894",11.13,11.62,13.16,10.16,13.57,10.28,13.88,12.27
"ENSMUSG00000036896",102.15,104.74,77.18,74.53,57.38,75.61,79.03,88.77
"ENSMUSG00000036898",6.09,8.65,6.38,6.55,4.41,6.88,9.34,7.31
"ENSMUSG00000036899",0,0,0,0,0,0,0,0
"ENSMUSG00000036902",3.69,3.7,6.17,5.49,4.84,4.55,6.83,4.72
"ENSMUSG00000036904",0.04,0.16,0.02,0.08,0.05,0.05,0.08,0.02
"ENSMUSG00000036905",140.77,140.95,101.34,113.83,103.34,105.11,112.38,116.54
"ENSMUSG00000036907",0.43,0.49,0.55,0.61,0.49,0.63,0.5,0.31
"ENSMUSG00000036908",21.03,20.44,11.12,11.25,10.53,10.54,12.45,8.24
"ENSMUSG00000036912",0.08,0,0.04,0.02,0,0,0,0.03
"ENSMUSG00000036913",0.56,0.65,0.74,0.96,0.57,0.54,0.94,0.68
"ENSMUSG00000036915",3.74,4.95,6.53,4.03,2.3,4,1.78,1.89
"ENSMUSG00000036916",2.17,3.03,2.37,2.86,2.19,2.3,1.59,1.87
"ENSMUSG00000036918",1.67,2.49,2.27,2.14,1.73,2.23,2.35,1.94
"ENSMUSG00000036921",0,0,0,0,0,0,0,0
"ENSMUSG00000036923",1.64,2.03,2.51,1.82,2.92,1.35,3.15,0.96
"ENSMUSG00000036924",0,0,0,0,0,0,0,0
"ENSMUSG00000036925",0,0,0,0,0,0,0,0.17
"ENSMUSG00000036928",0.35,0.3,0.52,0.1,0.23,0.25,0.19,0.62
"ENSMUSG00000036931",1,1.8,1.95,1.71,1.58,1.04,1.37,1.33
"ENSMUSG00000036932",13.57,12.72,13.9,11.92,13.94,16.09,12.06,13.19
"ENSMUSG00000036934",9.75,7.04,8.75,10.35,10.67,7.05,11.43,10.62
"ENSMUSG00000036938",0,0,0,0,0,0,0,0.27
"ENSMUSG00000036940",7.04,6.9,5.08,6.92,7.25,6.86,7.68,7.57
"ENSMUSG00000036941",4.51,4.93,6.21,5.29,4.92,5.38,6.02,4.95
"ENSMUSG00000036943",3.8,4.91,3.88,6.3,6.65,5.02,4.99,6.29
"ENSMUSG00000036944",0.11,0.05,0.18,0.03,0.21,0.07,0.12,0.14
"ENSMUSG00000036948",4.11,3.85,3.3,3.03,1.4,3.41,5.59,3.67
"ENSMUSG00000036949",36.75,43.78,28.84,32.08,22.88,29.82,17.9,28.67
"ENSMUSG00000036951",0,0,0,0.03,0,0,0,0
"ENSMUSG00000036955",32.39,21.47,18.73,16.7,14.49,25.61,19.11,17
"ENSMUSG00000036957",2.91,3.37,3.46,3.6,5.54,2.59,3.65,5.09
"ENSMUSG00000036958",0,0,0,0,0,0,0,0
"ENSMUSG00000036959",1.91,3.64,3.18,3.29,3.87,4.53,4.37,2.68
"ENSMUSG00000036960",0,0.13,0,0,0,0,0,0
"ENSMUSG00000036961",0,0,0,0.05,0,0,0,0
"ENSMUSG00000036962",0,0.11,0,0.1,0,0,0,0
"ENSMUSG00000036964",2.25,2.03,3.76,3.17,3.55,2.84,2.84,4.3
"ENSMUSG00000036966",71.37,68.77,90.32,74.7,92.76,83.93,86.92,76.83
"ENSMUSG00000036968",8.17,9.54,7.97,7.65,12.49,10.15,11.35,11.26
"ENSMUSG00000036972",1.43,1.57,4.06,4.71,0.74,1.47,1.56,2.29
"ENSMUSG00000036975",8.16,9.33,4.74,7.9,8.05,7.87,10.97,10.59
"ENSMUSG00000036977",5.52,3.17,4.21,3.95,4.74,3.85,4.78,5.37
"ENSMUSG00000036980",21.46,26.34,24.93,24.25,24.96,26.14,23.67,29
"ENSMUSG00000036983",4.71,3.9,4.94,4.98,3.41,4.17,3.31,4.15
"ENSMUSG00000036985",14.27,16.27,16.63,17.81,22.49,22.18,17.08,19.07
"ENSMUSG00000036986",2.04,2.62,3.29,3.25,3.19,2.55,2.51,2.68
"ENSMUSG00000036989",26.5,28.46,18.07,26.11,26.18,23.33,30.07,26.11
"ENSMUSG00000036990",2.35,2.22,3.26,3.04,2.55,1.75,1.87,1.72
"ENSMUSG00000036992",12.54,11.12,11.96,12.07,14.55,15.06,14.03,16.97
"ENSMUSG00000036995",0.93,1.84,1.2,1.02,0.59,0.82,0.36,0.71
"ENSMUSG00000037001",2.36,2.79,3,2.76,2.47,3.33,3.93,2.7
"ENSMUSG00000037003",4.05,3.81,5.84,2.89,1.43,1.57,1.29,2.62
"ENSMUSG00000037005",0.02,0.15,0.19,0,0.07,0,0,0
"ENSMUSG00000037007",5.19,6.96,5.6,4.98,4.08,5.77,3.05,4.36
"ENSMUSG00000037010",13.22,16.62,11.35,9.62,7.21,10.02,5.26,4.4
"ENSMUSG00000037012",90.68,91.19,81.55,95.2,122.36,133.45,112.4,112.04
"ENSMUSG00000037013",9.07,9.74,12.89,11.6,8.87,12.94,13.71,12.83
"ENSMUSG00000037014",6.46,9.75,5.57,8.27,13.01,13.21,18.64,11.05
"ENSMUSG00000037016",0.25,0.64,0.28,0.28,0.26,0.2,0.07,0.16
"ENSMUSG00000037017",9.56,8.51,12.93,12.56,10.45,13.63,13.6,12.02
"ENSMUSG00000037020",0.33,0.37,0.29,0.38,0.39,0.32,0.22,0.72
"ENSMUSG00000037022",8.28,7.56,9.04,8.67,9.81,8.81,10.72,9.35
"ENSMUSG00000037025",0,0,0,0,0,0,0,0
"ENSMUSG00000037028",0,0,0,0,0,0,0,0
"ENSMUSG00000037029",3.53,3.83,4.78,4.16,4.95,4.93,4.49,5.55
"ENSMUSG00000037031",9.17,9.2,11.3,5.07,1.89,7.57,5.52,7.96
"ENSMUSG00000037032",255.62,259.5,212.31,245.79,328.34,325.91,339.44,291.53
"ENSMUSG00000037033",0,0,0,0,0,0,0,0.08
"ENSMUSG00000037034",0,0.03,0,0,0.02,0.08,0,0
"ENSMUSG00000037035",0.71,0.24,0.53,0.19,0.13,0.31,0.47,0.43
"ENSMUSG00000037049",86.97,80.45,74.58,69.19,77.55,82.91,82.7,85.13
"ENSMUSG00000037053",0,0,0,0.13,0,0,0,0
"ENSMUSG00000037058",126.75,100.89,110.99,123.16,121.99,155.31,101.08,123.68
"ENSMUSG00000037060",18.93,19.92,16.32,13.73,16.75,12.97,13.3,19.78
"ENSMUSG00000037062",21.02,19.11,17.22,17.88,16.64,20.19,20.97,20.33
"ENSMUSG00000037070",35.25,32.51,31.66,32.94,43.62,42.9,40.53,47.48
"ENSMUSG00000037071",26.08,32.51,26.79,36.62,19.88,24.97,18.44,19.33
"ENSMUSG00000037072",214.5,189.5,171.57,171.92,170.47,147.19,156.95,177.64
"ENSMUSG00000037075",4.57,5.65,4.31,6.11,4.41,4.22,4.19,3.89
"ENSMUSG00000037085",3.83,3.63,3.57,3.48,4.21,5.12,4.51,4.22
"ENSMUSG00000037086",0,0.06,0.06,0.59,0,0,0,0.06
"ENSMUSG00000037089",39.68,38.42,36.96,29.74,28.29,27,28.2,34.91
"ENSMUSG00000037095",0.98,0.1,0.53,0.4,1.14,0.63,1.53,0.75
"ENSMUSG00000037098",5.55,9.01,8.18,7.73,9.3,5.35,8.78,7.4
"ENSMUSG00000037101",0,0,0.05,0.15,0.16,0,0.06,0
"ENSMUSG00000037103",2.02,1.92,2.34,1.48,2.61,1.81,3.16,1.72
"ENSMUSG00000037104",15.44,16.35,18.04,17.22,17.69,19.18,18.79,16.75
"ENSMUSG00000037106",0,0.01,0,0,0,0,0.01,0
"ENSMUSG00000037108",1.99,3.15,2.13,2.6,2.1,1.88,1.52,1.17
"ENSMUSG00000037110",1.87,3.51,3.24,3.34,2.25,2.79,2.42,2.64
"ENSMUSG00000037111",3.54,4.14,3.44,3.8,3.43,3.07,3.54,3.38
"ENSMUSG00000037112",2.54,3.06,6.08,4.95,3.81,4.67,4.07,4.61
"ENSMUSG00000037119",2.39,2.67,2.78,2.47,2.4,2.29,2.48,2.48
"ENSMUSG00000037124",0,0.03,0.28,0,0.12,0,0,0.03
"ENSMUSG00000037126",40.44,43.39,61.75,37.76,52.04,37.79,58.94,53.93
