Contrast,Database,Pathway,pvalue,p.adjust,GeneRatio
NAC_OUD_vs_Control,GO_BP,detection of stimulus involved in sensory perception of pain,0.5107404743388164,0.822864514535695,2/513
NAC_OUD_vs_Control,GO_BP,regulation of response to endoplasmic reticulum stress,0.5107404743388164,0.822864514535695,2/513
NAC_OUD_vs_Control,GO_BP,response to dopamine,0.5119605168231864,0.822864514535695,3/513
Female_OUD_vs_Control,Reactome,Surfactant metabolism,0.4910963106082781,0.8229459096176375,1/206
DLPFC_OUD_vs_Control,C7_Immunologic,GSE16450_IMMATURE_VS_MATURE_NEURON_CELL_LINE_6H_IFNA_STIM_UP,0.4232616588012563,0.8231239242979635,4/278
Pooled_OUD_vs_Control,WikiPathways,WP_ONECARBON_METABOLISM,0.6773285501145107,0.8233724997162656,1/254
Pooled_OUD_vs_Control,WikiPathways,WP_CHEMOKINE_SIGNALING,0.6787974569395336,0.8233724997162656,5/254
NAC_OUD_vs_Control,C8_CellType,FAN_EMBRYONIC_CTX_ASTROCYTE_2,0.4166534521662282,0.8233865840427843,8/581
NAC_OUD_vs_Control,C8_CellType,FAN_EMBRYONIC_CTX_EX_4_EXCITATORY_NEURON,0.42267597607548524,0.8265417647339987,7/581
NAC_OUD_vs_Control,C8_CellType,GAO_LARGE_INTESTINE_ADULT_CJ_IMMUNE_CELLS,0.423954162422889,0.8268766562138332,24/581
Pooled_OUD_vs_Control,GO_BP,negative regulation of cytokine-mediated signaling pathway,0.6348352109498172,0.8270655080530874,2/380
Pooled_OUD_vs_Control,GO_BP,L-glutamate transmembrane transport,0.6430836962960318,0.8270655080530874,1/380
Pooled_OUD_vs_Control,GO_BP,neurotransmitter reuptake,0.6430836962960318,0.8270655080530874,1/380
Pooled_OUD_vs_Control,GO_BP,maintenance of synapse structure,0.6430836962960318,0.8270655080530874,1/380
Control_Male_vs_Female,C8_CellType,LAKE_ADULT_KIDNEY_C5_PROXIMAL_TUBULE_EPITHELIAL_CELLS_STRESS_INFLAM,0.6731769024096468,0.827096024529607,1/55
OUD_Male_vs_Female,C8_CellType,ZHONG_PFC_MAJOR_TYPES_MICROGLIA,0.776352148543349,0.8272604861527489,1/43
DLPFC_OUD_vs_Control,Reactome,Inositol phosphate metabolism,0.6431901490236227,0.8278283306045364,1/172
DLPFC_OUD_vs_Control,Reactome,Complement cascade,0.6431901490236227,0.8278283306045364,1/172
NAC_OUD_vs_Control,GO_BP,forebrain neuron differentiation,0.5308356985837737,0.8282006551402242,4/513
NAC_OUD_vs_Control,GO_BP,neuron fate commitment,0.5331701265798716,0.8282006551402242,3/513
NAC_OUD_vs_Control,GO_BP,somatic diversification of immune receptors,0.5374415113753311,0.8282006551402242,2/513
NAC_OUD_vs_Control,GO_BP,G protein-coupled dopamine receptor signaling pathway,0.5374415113753311,0.8282006551402242,2/513
NAC_OUD_vs_Control,GO_BP,macrophage cytokine production,0.5374415113753311,0.8282006551402242,2/513
NAC_OUD_vs_Control,GO_BP,regulation of macrophage cytokine production,0.5374415113753311,0.8282006551402242,2/513
NAC_OUD_vs_Control,GO_BP,central nervous system neuron axonogenesis,0.5374415113753311,0.8282006551402242,2/513
NAC_OUD_vs_Control,GO_BP,regulation of neurotransmitter receptor activity,0.5374415113753311,0.8282006551402242,2/513
NAC_OUD_vs_Control,GO_BP,neuron migration,0.5413543587249073,0.8282006551402242,7/513
NAC_OUD_vs_Control,GO_BP,adenylate cyclase-activating dopamine receptor signaling pathway,0.5466194719221285,0.8282006551402242,1/513
NAC_OUD_vs_Control,GO_BP,regulation of dopamine metabolic process,0.5466194719221285,0.8282006551402242,1/513
NAC_OUD_vs_Control,GO_BP,negative regulation of axon regeneration,0.5466194719221285,0.8282006551402242,1/513
NAC_OUD_vs_Control,GO_BP,peripheral nervous system neuron differentiation,0.5466194719221285,0.8282006551402242,1/513
NAC_OUD_vs_Control,GO_BP,negative regulation of programmed necrotic cell death,0.5466194719221285,0.8282006551402242,1/513
NAC_OUD_vs_Control,GO_BP,negative regulation of neuron projection regeneration,0.5466194719221285,0.8282006551402242,1/513
NAC_OUD_vs_Control,GO_BP,dopamine uptake,0.5466194719221285,0.8282006551402242,1/513
NAC_OUD_vs_Control,GO_BP,postsynaptic neurotransmitter receptor diffusion trapping,0.5466194719221285,0.8282006551402242,1/513
NAC_OUD_vs_Control,GO_BP,neurotransmitter receptor diffusion trapping,0.5466194719221285,0.8282006551402242,1/513
NAC_OUD_vs_Control,GO_BP,regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway,0.5466194719221285,0.8282006551402242,1/513
NAC_OUD_vs_Control,GO_BP,regulation of protein localization to synapse,0.5466194719221285,0.8282006551402242,1/513
OUD_Male_vs_Female,DO,disease of metabolism,0.7620753319046573,0.8283427520702796,3/17
DLPFC_OUD_vs_Control,Reactome,ADORA2B mediated anti-inflammatory cytokines production,0.6595689305469579,0.8305682829109841,1/172
DLPFC_OUD_vs_Control,Reactome,Retinoid metabolism and transport,0.6595689305469579,0.8305682829109841,1/172
NAC_OUD_vs_Control,BioCarta,BIOCARTA_CYTOKINE_PATHWAY,0.4805627304978417,0.8306148239358847,1/62
Female_OUD_vs_Control,GO_BP,excitatory synapse assembly,0.7285055143787871,0.8310932749139182,1/287
Male_OUD_vs_Control,Reactome,Metabolism of RNA,0.7773449463759249,0.8312648270493994,1/75
Control_DLPFC_vs_NAC,GO_CC,apical dendrite,0.09346411886734278,0.8314459326381756,11/5212
Control_DLPFC_vs_NAC,GO_CC,ionotropic glutamate receptor complex,0.09593606915055873,0.8314459326381756,24/5212
DLPFC_OUD_vs_Control,GO_BP,neuron development,0.7622301925712769,0.8320116533718139,21/253
Pooled_OUD_vs_Control,GO_BP,regulation of neuronal synaptic plasticity,0.650673815853825,0.8333894384395382,2/380
DLPFC_OUD_vs_Control,GO_BP,"synaptic transmission, glutamatergic",0.7661020976553811,0.8336082647082804,2/253
NAC_OUD_vs_Control,GO_BP,negative regulation of cytokine-mediated signaling pathway,0.5538504770376547,0.8343214932583877,3/513
NAC_OUD_vs_Control,WikiPathways,WP_MIRNA_ROLE_IN_IMMUNE_RESPONSE_IN_SEPSIS,0.23415749103274605,0.8345688584047588,3/307
Control_DLPFC_vs_NAC,C8_CellType,LAKE_ADULT_KIDNEY_C17_COLLECTING_SYSTEM_PCS_STRESSED_DISSOC_SUBSET,0.22131147175768737,0.8348748126106773,95/6081
NAC_OUD_vs_Control,GO_MF,chemokine receptor activity,0.12824269923303827,0.8350895644975166,3/528
Female_OUD_vs_Control,KEGG,alpha-Linolenic acid metabolism,0.3910904551917186,0.8355114270004896,1/175
Pooled_OUD_vs_Control,GO_BP,negative regulation of neuron apoptotic process,0.6537587326382438,0.8356242658758226,4/380
NAC_OUD_vs_Control,GO_BP,cellular response to stress,0.5569650657991092,0.8378718844056786,50/513
Female_OUD_vs_Control,WikiPathways,WP_CHRONIC_HYPERGLYCEMIA_IMPAIRMENT_OF_NEURON_FUNCTION,0.7307468886492581,0.8379230989844826,1/198
Female_OUD_vs_Control,WikiPathways,WP_ENTEROCYTE_CHOLESTEROL_METABOLISM,0.7307468886492581,0.8379230989844826,1/198
DLPFC_OUD_vs_Control,Reactome,Intrinsic Pathway for Apoptosis,0.6752000421182136,0.8386046185212516,1/172
Pooled_OUD_vs_Control,GO_BP,central nervous system projection neuron axonogenesis,0.6653726355577423,0.8389394678841424,1/380
Pooled_OUD_vs_Control,GO_BP,axon ensheathment in central nervous system,0.6653726355577423,0.8389394678841424,1/380
Pooled_OUD_vs_Control,GO_BP,regulation of presynapse organization,0.6653726355577423,0.8389394678841424,1/380
Pooled_OUD_vs_Control,GO_BP,regulation of presynapse assembly,0.6653726355577423,0.8389394678841424,1/380
Female_OUD_vs_Control,GO_BP,axonogenesis,0.7385514665791839,0.8411843759760939,10/287
OUD_Male_vs_Female,DO,immune system disease,0.785833594916491,0.8419645659819546,1/17
Female_OUD_vs_Control,Reactome,Pyruvate metabolism,0.5189999997258441,0.8422957461945783,1/206
NAC_OUD_vs_Control,GO_BP,innate immune response activating cell surface receptor signaling pathway,0.5660800392737491,0.8430387488857385,4/513
NAC_OUD_vs_Control,GO_BP,axon guidance,0.5677045248634793,0.8430387488857385,12/513
NAC_OUD_vs_Control,GO_BP,regulation of neuronal synaptic plasticity,0.57397628084716,0.8430387488857385,3/513
NAC_OUD_vs_Control,GO_BP,forebrain generation of neurons,0.5831455284067955,0.8430387488857385,4/513
NAC_OUD_vs_Control,GO_BP,neuron projection organization,0.5831455284067955,0.8430387488857385,4/513
NAC_OUD_vs_Control,GO_BP,antifungal innate immune response,0.5847981014204784,0.8430387488857385,1/513
NAC_OUD_vs_Control,GO_BP,regulation of oxidative stress-induced intrinsic apoptotic signaling pathway,0.5847981014204784,0.8430387488857385,1/513
NAC_OUD_vs_Control,GO_BP,positive regulation of response to endoplasmic reticulum stress,0.5847981014204784,0.8430387488857385,1/513
NAC_OUD_vs_Control,GO_BP,L-glutamate import,0.5877624596460068,0.8430387488857385,2/513
Pooled_OUD_vs_Control,KEGG,Arachidonic acid metabolism,0.3252160415340183,0.8432885247112819,3/225
Female_OUD_vs_Control,C8_CellType,DESCARTES_FETAL_EYE_ASTROCYTES,0.6320089403801905,0.843517908475553,1/334
DLPFC_OUD_vs_Control,Reactome,Metabolism of vitamins and cofactors,0.6824426693472064,0.8436146358717224,3/172
DLPFC_OUD_vs_Control,Reactome,Glucose metabolism,0.6901174233613823,0.8436146358717224,1/172
Pooled_OUD_vs_Control,C7_Immunologic,GSE16450_CTRL_VS_IFNA_12H_STIM_MATURE_NEURON_CELL_LINE_DN,0.5051959375460933,0.8445912448175921,4/410
DLPFC_OUD_vs_Control,KEGG,Nucleotide metabolism,0.49957412452191985,0.845138527242795,2/142
DLPFC_OUD_vs_Control,KEGG,Fructose and mannose metabolism,0.5039167813187362,0.845138527242795,1/142
DLPFC_OUD_vs_Control,KEGG,Starch and sucrose metabolism,0.5282077527162324,0.845138527242795,1/142
DLPFC_OUD_vs_Control,KEGG,Amino sugar and nucleotide sugar metabolism,0.5282077527162324,0.845138527242795,1/142
DLPFC_OUD_vs_Control,KEGG,Fatty acid metabolism,0.5513172729350304,0.845138527242795,1/142
DLPFC_OUD_vs_Control,GO_MF,glutamate receptor binding,0.6873353061095738,0.845241621950868,1/253
Control_Male_vs_Female,GO_BP,innate immune response-activating signaling pathway,0.5418969112946896,0.8461763277557951,1/37
DLPFC_OUD_vs_Control,GO_BP,neuron projection morphogenesis,0.7813605816258521,0.8463342351408775,12/253
DLPFC_OUD_vs_Control,GO_BP,neuron cellular homeostasis,0.783289316673499,0.8463800537135641,1/253
DLPFC_OUD_vs_Control,GO_BP,receptor localization to synapse,0.783289316673499,0.8463800537135641,1/253
Pooled_OUD_vs_Control,WikiPathways,WP_OXIDATIVE_STRESS_RESPONSE,0.7469481189886921,0.8466620669119398,1/254
Female_OUD_vs_Control,Reactome,Nicotinate metabolism,0.545380723915534,0.8475279194479637,1/206
DLPFC_OUD_vs_Control,C7_Immunologic,GSE16450_IMMATURE_VS_MATURE_NEURON_CELL_LINE_12H_IFNA_STIM_UP,0.4668595119825404,0.8478084274876615,4/278
Pooled_OUD_vs_Control,GO_MF,chemokine activity,0.5263087780090568,0.847882369460619,1/376
Control_Male_vs_Female,C8_CellType,DESCARTES_FETAL_CEREBRUM_ASTROCYTES,0.722847469070294,0.8486750334065514,1/55
Control_Male_vs_Female,C8_CellType,ZHONG_PFC_C3_ASTROCYTE,0.7330576134611542,0.8486750334065514,1/55
Control_Male_vs_Female,C8_CellType,BUSSLINGER_GASTRIC_IMMUNE_CELLS,0.739870541944173,0.8486750334065514,3/55
Female_OUD_vs_Control,GO_BP,neuron migration,0.74921027198546,0.8494111442487704,3/287
Pooled_OUD_vs_Control,DO,substance-related disorder,0.8132801829068392,0.8510583591450923,10/199
Pooled_OUD_vs_Control,GO_BP,positive regulation of axonogenesis,0.6807074392135637,0.8512594663258121,2/380
Pooled_OUD_vs_Control,GO_BP,negative regulation of response to cytokine stimulus,0.6807074392135637,0.8512594663258121,2/380
Pooled_OUD_vs_Control,GO_BP,motor neuron axon guidance,0.6862730955327682,0.8512594663258121,1/380
Pooled_OUD_vs_Control,GO_BP,response to fluid shear stress,0.6862730955327682,0.8512594663258121,1/380
Pooled_OUD_vs_Control,GO_BP,dendrite extension,0.6862730955327682,0.8512594663258121,1/380
DLPFC_OUD_vs_Control,GO_CC,cholinergic synapse,0.28100768343316485,0.8512873055950594,1/261
DLPFC_OUD_vs_Control,GO_CC,"asymmetric, glutamatergic, excitatory synapse",0.28100768343316485,0.8512873055950594,1/261
Female_OUD_vs_Control,C8_CellType,ZHONG_PFC_MAJOR_TYPES_ASTROCYTES,0.640761804162427,0.851795340469826,7/334
Control_Male_vs_Female,GO_BP,activation of innate immune response,0.5531437638222373,0.851906344673387,1/37
DLPFC_OUD_vs_Control,C8_CellType,BUSSLINGER_GASTRIC_IMMUNE_CELLS,0.5989492004132259,0.8522927222409412,19/286
NAC_OUD_vs_Control,GO_BP,dopamine metabolic process,0.6113578527365402,0.8523161395898068,2/513
NAC_OUD_vs_Control,GO_BP,negative regulation of response to cytokine stimulus,0.6124874475095051,0.8523161395898068,3/513
NAC_OUD_vs_Control,GO_BP,axonogenesis,0.6136125675437077,0.8523161395898068,20/513
NAC_OUD_vs_Control,GO_BP,cellular component disassembly involved in execution phase of apoptosis,0.6197674946188523,0.8523161395898068,1/513
NAC_OUD_vs_Control,GO_BP,response to salt stress,0.6197674946188523,0.8523161395898068,1/513
NAC_OUD_vs_Control,GO_BP,regulation of short-term neuronal synaptic plasticity,0.6197674946188523,0.8523161395898068,1/513
NAC_OUD_vs_Control,GO_BP,regulation of neurotransmitter uptake,0.6197674946188523,0.8523161395898068,1/513
NAC_OUD_vs_Control,GO_BP,regulation of synapse maturation,0.6197674946188523,0.8523161395898068,1/513
NAC_OUD_vs_Control,GO_BP,neuronal stem cell population maintenance,0.6197674946188523,0.8523161395898068,1/513
NAC_OUD_vs_Control,GO_BP,negative regulation of response to endoplasmic reticulum stress,0.6197674946188523,0.8523161395898068,1/513
Female_OUD_vs_Control,Reactome,High laminar flow shear stress activates signaling by PIEZO1 and PECAM1:CDH5:KDR in endothelial cells,0.5623695554545047,0.8525335253621964,2/206
Female_OUD_vs_Control,Reactome,SARS-CoV-1 activates/modulates innate immune responses,0.570321222150794,0.8525335253621964,1/206
Female_OUD_vs_Control,Reactome,Metabolism of RNA,0.5828249008300281,0.8525335253621964,4/206
DLPFC_OUD_vs_Control,Reactome,Metabolism of fat-soluble vitamins,0.7043534819035411,0.852748699131762,1/172
DLPFC_OUD_vs_Control,Reactome,Arachidonate metabolism,0.7179391621366672,0.852748699131762,1/172
Female_OUD_vs_Control,GO_BP,regulation of neurotransmitter transport,0.7567634867797812,0.852983553381421,2/287
OUD_DLPFC_vs_NAC,C8_CellType,DESCARTES_MAIN_FETAL_ASTROCYTES,0.12237249420195462,0.8534697031520938,26/6250
OUD_DLPFC_vs_NAC,C8_CellType,FAN_EMBRYONIC_CTX_BIG_GROUPS_EXCITATORY_NEURON,0.12237249420195462,0.8534697031520938,26/6250
Pooled_OUD_vs_Control,C7_Immunologic,GSE29949_MICROGLIA_BRAIN_VS_CD8_POS_DC_SPLEEN_DN,0.5163127475436196,0.8544435789877317,6/410
Control_DLPFC_vs_NAC,C8_CellType,HE_LIM_SUN_FETAL_LUNG_C7_TM4SF4_POS_CHODL_POS_NEURON_CELL,0.23382200704198838,0.8552867929663863,33/6081
OUD_Male_vs_Female,GO_CC,presynapse,0.5093833829041794,0.8554671318229303,2/32
OUD_Male_vs_Female,GO_CC,distal axon,0.5338824912239611,0.8554671318229303,1/32
DLPFC_OUD_vs_Control,GO_BP,neuron projection development,0.7965047093560167,0.8558504567268748,18/253
DLPFC_OUD_vs_Control,KEGG,Folate transport and metabolism,0.5733024169112988,0.8564578789223671,1/142
NAC_OUD_vs_Control,GO_BP,regulation of axonogenesis,0.6252500897926705,0.856851171393217,6/513
OUD_DLPFC_vs_NAC,GO_CC,parallel fiber to Purkinje cell synapse,0.13882081945585906,0.8576945183033781,18/5358
OUD_DLPFC_vs_NAC,GO_CC,axon initial segment,0.1528934387964617,0.8576945183033781,10/5358
OUD_DLPFC_vs_NAC,GO_CC,dynein axonemal particle,0.1528934387964617,0.8576945183033781,10/5358
OUD_DLPFC_vs_NAC,GO_CC,axonemal B tubule inner sheath,0.1528934387964617,0.8576945183033781,10/5358
OUD_DLPFC_vs_NAC,GO_CC,axon cytoplasm,0.1732451423332492,0.8576945183033781,23/5358
OUD_DLPFC_vs_NAC,GO_CC,axon terminus,0.17585636213349257,0.8576945183033781,64/5358
Female_OUD_vs_Control,GO_BP,axonemal dynein complex assembly,0.7652062910094892,0.858536388249242,1/287
Female_OUD_vs_Control,GO_BP,multicellular organismal response to stress,0.7652768444777589,0.858536388249242,2/287
Female_OUD_vs_Control,DO,motor neuron disease,0.8340144581453167,0.8587961122148187,2/160
Female_OUD_vs_Control,DO,alcohol dependence,0.834881549059305,0.8587961122148187,1/160
DLPFC_OUD_vs_Control,Reactome,Neurotransmitter receptors and postsynaptic signal transmission,0.7419393442153484,0.8590841530878353,4/172
DLPFC_OUD_vs_Control,Reactome,Metabolism of steroids,0.7423543063850528,0.8590841530878353,2/172
Pooled_OUD_vs_Control,GO_BP,regulation of axon extension,0.6949175348221268,0.8592960451837346,2/380
DLPFC_OUD_vs_Control,GO_CC,paranode region of axon,0.3100747519932552,0.86000155729401,1/261
DLPFC_OUD_vs_Control,GO_CC,dendrite membrane,0.31316583318829494,0.86000155729401,2/261
Pooled_OUD_vs_Control,C7_Immunologic,GSE14699_NAIVE_VS_DELETIONAL_TOLERANCE_CD8_TCELL_DN,0.5261864942345298,0.8612623427772873,6/410
Control_Male_vs_Female,GO_BP,negative regulation of cytokine production,0.5748372108117168,0.8619787314781753,1/37
Control_Male_vs_Female,GO_BP,vesicle-mediated transport in synapse,0.58529616741491175,0.8619787314781753,1/37
Control_Male_vs_Female,GO_BP,adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,0.592975671260022,0.8619787314781753,1/37
Control_Male_vs_Female,GO_BP,synapse assembly,0.5955046217492543,0.8619787314781753,1/37
Pooled_OUD_vs_Control,GO_BP,regulation of dopamine secretion,0.7058713568672328,0.8635954851207859,1/380
NAC_OUD_vs_Control,GO_BP,axon extension,0.6319329065194238,0.8637456456812107,4/513
NAC_OUD_vs_Control,GO_BP,negative regulation of neuron projection development,0.6484533184476331,0.8638007218348646,5/513
NAC_OUD_vs_Control,GO_BP,positive regulation of neurotransmitter secretion,0.6517969322642592,0.8638007218348646,1/513
NAC_OUD_vs_Control,GO_BP,organ or tissue specific immune response,0.6517969322642592,0.8638007218348646,1/513
NAC_OUD_vs_Control,GO_BP,neutrophil activation involved in immune response,0.6517969322642592,0.8638007218348646,1/513
NAC_OUD_vs_Control,GO_BP,regulation of axon regeneration,0.6517969322642592,0.8638007218348646,1/513
NAC_OUD_vs_Control,GO_BP,regulation of sensory perception of pain,0.6517969322642592,0.8638007218348646,1/513
NAC_OUD_vs_Control,GO_BP,regulation of programmed necrotic cell death,0.6517969322642592,0.8638007218348646,1/513
NAC_OUD_vs_Control,GO_BP,regulation of neuron projection regeneration,0.6517969322642592,0.8638007218348646,1/513
NAC_OUD_vs_Control,GO_BP,dendrite self-avoidance,0.6517969322642592,0.8638007218348646,1/513
NAC_OUD_vs_Control,GO_BP,synapse pruning,0.6517969322642592,0.8638007218348646,1/513
NAC_OUD_vs_Control,GO_BP,positive regulation of dendrite extension,0.6517969322642592,0.8638007218348646,1/513
NAC_OUD_vs_Control,GO_BP,negative regulation of synapse organization,0.6517969322642592,0.8638007218348646,1/513
Female_OUD_vs_Control,Reactome,Metabolism of vitamins and cofactors,0.6042593900105573,0.8643067346401007,4/206
NAC_OUD_vs_Control,C7_Immunologic,GSE29949_MICROGLIA_VS_DC_BRAIN_UP,0.37324864616427816,0.8648075554006034,8/580
NAC_OUD_vs_Control,Reactome,Chemokine receptors bind chemokines,0.04663548257315467,0.8649562145171893,5/349
Control_Male_vs_Female,GO_CC,asymmetric synapse,0.6273110407653333,0.8652352104788993,1/33
Control_Male_vs_Female,GO_CC,neuron to neuron synapse,0.6682014496767736,0.8652352104788993,1/33
NAC_OUD_vs_Control,GO_BP,oxidative phosphorylation,0.6554237602456642,0.8654388932985677,2/513
NAC_OUD_vs_Control,GO_BP,neuron maturation,0.6554237602456642,0.8654388932985677,2/513
DLPFC_OUD_vs_Control,GO_BP,negative regulation of neuron differentiation,0.8092979467914568,0.8656808236142788,1/253
Female_OUD_vs_Control,GO_BP,regulation of postsynaptic membrane neurotransmitter receptor levels,0.7735310083218105,0.8661334666510394,2/287
Female_OUD_vs_Control,GO_BP,axon development,0.7751822755053073,0.8661334666510394,11/287
Female_OUD_vs_Control,GO_BP,cellular response to dopamine,0.7763059112500222,0.8661334666510394,1/287
