gene,coefficient,abs_coefficient,consistency_score,combined_score,effect_rank,consistency_rank,combined_rank,effect_percentile,consistency_percentile,combined_percentile,z_score,pval,fdr,significant_moderate_effect,significant_strong_effect,significant_high_consistency,significant_moderate_combined,significant_strong_combined,significant_fdr,significant,significant_lenient,contrast,biology,priority,biological_context,analysis_priority,contrast_description
AOX1,0.004050724462958569,0.004050724462958569,0.47582314184888985,0.0019274284407291035,461.0,1945.0,323.0,0.9712482030126883,0.8784924057753609,0.9798737421088818,0.6690822095920815,0.503443037806816,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
PECAM1,0.0029686660263775733,0.0029686660263775733,0.647274156599574,0.0019215407984493524,796.0,512.0,324.0,0.9503093943371461,0.9680605037814863,0.9798112382023877,0.49727715200354844,0.6189936215009555,0.9999999507392006,True,False,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
RPL10,-0.0049980545215527715,0.0049980545215527715,0.3839799759933284,0.0019191528551991796,312.0,3526.0,325.0,0.9805612850803175,0.7796737296081004,0.9797487342958935,-0.7676479539396271,0.4426963646246609,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
HIVEP3,0.005506129927504857,0.005506129927504857,0.3480952085885758,0.001916657445630603,247.0,4322.0,326.0,0.9846240390024377,0.7299206200387525,0.9796862303893994,0.9001658657032217,0.3680319884477605,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
AEBP1,-0.004951510213868043,0.004951510213868043,0.3868606272938988,0.0019155443473891382,318.0,3457.0,327.0,0.9801862616413526,0.7839864991561972,0.9796237264829052,-0.7602578286082633,0.4471004842625279,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
MECOM,0.004199259520187748,0.004199259520187748,0.4555637648775257,0.0019130304767145227,431.0,2241.0,328.0,0.973123320207513,0.8599912494530908,0.979561222576411,0.6926660320534713,0.48851916071140944,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
C4orf47,-0.0030963207977418423,0.0030963207977418423,0.617017804369963,0.0019104850602477239,740.0,653.0,329.0,0.9538096131008188,0.9592474529658104,0.9794987186699169,-0.4656980213927673,0.6414316688326331,0.9999999507392006,True,False,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
STUM,0.0034691895779400874,0.0034691895779400874,0.550421929508036,0.001909518021318952,602.0,1114.0,330.0,0.9624351521970123,0.9304331520720045,0.9794362147634227,0.5767483475448236,0.5641094669620812,0.9999999507392006,True,False,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
DEPP1,0.002952017830159119,0.002952017830159119,0.6454879882811354,0.0019054920505594522,803.0,518.0,331.0,0.949871866991687,0.9676854803425214,0.9793737108569286,0.4946338157350431,0.6208586276762222,0.9999999507392006,True,False,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
RPL13A,-0.00580128215850806,0.00580128215850806,0.32840046958835234,0.001905143785068577,211.0,4770.0,332.0,0.9868741796362273,0.7019188699293706,0.9793112069504344,-0.8951813345395158,0.37069016092950635,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
FAM126A,-0.004814206919676281,0.004814206919676281,0.39543827709869356,0.0019037216899133972,329.0,3298.0,333.0,0.9794987186699169,0.793924620288768,0.9792487030439403,-0.738457342083481,0.4602365802049406,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
LRRC3B,0.005546575864009359,0.005546575864009359,0.3427184708938554,0.0019009139988100522,243.0,4441.0,334.0,0.9848740546284143,0.7224826551659479,0.9791861991374461,0.9065877152221204,0.3646248605358471,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
MAP2,-0.00298010381636845,0.00298010381636845,0.6369537619422734,0.00189818833681441,790.0,561.0,335.0,0.950684417776111,0.9649978123632728,0.9791236952309519,-0.4472455381417607,0.6546977850075919,0.9999999507392006,True,False,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
SPAG16,0.002854443643050294,0.002854443643050294,0.66183747265809,0.0018891777665613577,843.0,443.0,336.0,0.9473717107319207,0.9723732733295831,0.9790611913244578,0.4791413633233649,0.6318380653291473,0.9999999507392006,True,False,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
TMEFF2,-0.005220631435441016,0.005220631435441016,0.36130236678616845,0.0018862264937431108,282.0,4025.0,337.0,0.9824364022751422,0.7484842802675167,0.9789986874179636,-0.8029878563105888,0.4219817535496446,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
AVIL,0.003643235340396611,0.003643235340396611,0.516614585829383,0.0018821485164579664,547.0,1430.0,338.0,0.9658728670541908,0.9106819176198513,0.9789361835114695,0.604382661211251,0.5455892606754806,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
AC007563.2,-0.0036356815637084297,0.0036356815637084297,0.517580244510777,0.0018817569527075331,548.0,1421.0,339.0,0.9658103631476967,0.9112444527782987,0.9788736796049753,-0.5513356397737859,0.581403611344649,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
FAM114A1,-0.0038572269414836957,0.0038572269414836957,0.48722883152055135,0.0018793521756086911,502.0,1789.0,340.0,0.9686855428464279,0.8882430151884493,0.9788111756984812,-0.5865117588264871,0.5575316618789197,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
RGS20,0.006101290598585705,0.006101290598585705,0.30784740925832194,0.0018782665039067655,189.0,5296.0,341.0,0.9882492655790986,0.6690418151134445,0.978748671791987,0.9946631774127092,0.319900109217933,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
LRRK1,-0.003000025921448456,0.003000025921448456,0.6233465247588297,0.0018700557323213008,782.0,615.0,342.0,0.9511844490280642,0.9616226014125883,0.9786861678854929,-0.4504086930092281,0.6524157779824531,0.9999999507392006,True,False,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
CPT1A,0.002852778563351878,0.002852778563351878,0.6551275430359401,0.001868933811034315,846.0,475.0,343.0,0.9471841990124383,0.9703731483217701,0.9786236639789987,0.47887698840256143,0.6320261424319549,0.9999999507392006,True,False,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
GABRB3,-0.002081132278189106,0.002081132278189106,0.8944393984969613,0.001861446703096075,1320.0,55.0,344.0,0.9175573473342084,0.9966247890493156,0.9785611600725045,-0.3045103108509254,0.7607391385809974,0.9999999507392006,False,False,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
TMEM98,0.004962504867561305,0.004962504867561305,0.3745558447885835,0.0018587352029368824,316.0,3721.0,345.0,0.9803112694543409,0.7674854678417401,0.9784986561660104,0.8138511792013706,0.41573021170584035,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
BNIP3,-0.004560302311751173,0.004560302311751173,0.40709846995467014,0.0018564920936446478,355.0,3074.0,346.0,0.9778736171010688,0.8079254953434589,0.9784361522595162,-0.6981433495006028,0.4850875504190486,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
VCAN,-0.006354042695893062,0.006354042695893062,0.2901318531181536,0.0018435101821513225,174.0,5759.0,347.0,0.989186824176511,0.6401025064066503,0.9783736483530221,-0.9829465168508966,0.3256337620244931,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
PTPRG,0.005738493208421346,0.005738493208421346,0.3207947432099882,0.0018408784552077868,219.0,4961.0,348.0,0.9863741483842741,0.6899806237889868,0.9783111444465279,0.9370596096173284,0.34872789625480505,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
AC008691.1,-0.003407828203287776,0.003407828203287776,0.5399514661852111,0.001840061834872548,616.0,1205.0,349.0,0.9615600975060942,0.9247452965810363,0.9782486405400338,-0.5151579636101002,0.6064426409755626,0.9999999507392006,True,False,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
NRSN1,-0.0032439971561904497,0.0032439971561904497,0.5635839812748409,0.0018282648325300755,681.0,996.0,350.0,0.957497343583974,0.9378086130383149,0.9781861366335396,-0.489145502979709,0.6247386885988262,0.9999999507392006,True,False,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
FN1,0.004751434671044836,0.004751434671044836,0.3838754949880992,0.0018239593362509526,336.0,3529.0,351.0,0.9790611913244578,0.779486217888618,0.9781236327270454,0.7803382689538282,0.43519179293125543,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
GFPT2,-0.0034050577073867264,0.0034050577073867264,0.5355423933806436,0.0018235527542130945,618.0,1254.0,352.0,0.9614350896931059,0.9216826051628226,0.9780611288205513,-0.5147180749758665,0.606750040920025,0.9999999507392006,True,False,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
