gene,effect_size,abs_coefficient,consistency_score,combined_score,effect_rank,consistency_rank,combined_rank,effect_percentile,consistency_percentile,combined_percentile,z_score,pvalue,padj,significant_moderate_effect,significant_strong_effect,significant_high_consistency,significant_moderate_combined,significant_strong_combined,significant_fdr,significant,significant_lenient,contrast,biology,priority,biological_context,analysis_priority,contrast_description
C4orf47,-0.0030963207977418,0.0030963207977418,0.617017804369963,0.0019104850602477,740.0,653.0,329.0,0.9538096131008188,0.9592474529658104,0.9794987186699168,-0.4656980213927673,0.6414316688326331,0.9999999507392006,True,False,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
STUM,0.00346918957794,0.00346918957794,0.550421929508036,0.0019095180213189,602.0,1114.0,330.0,0.9624351521970124,0.9304331520720044,0.9794362147634228,0.5767483475448236,0.5641094669620812,0.9999999507392006,True,False,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
DEPP1,0.0029520178301591,0.0029520178301591,0.6454879882811354,0.0019054920505594,803.0,518.0,331.0,0.949871866991687,0.9676854803425214,0.9793737108569286,0.4946338157350431,0.6208586276762222,0.9999999507392006,True,False,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
RPL13A,-0.005801282158508,0.005801282158508,0.3284004695883523,0.0019051437850685,211.0,4770.0,332.0,0.9868741796362271,0.7019188699293706,0.9793112069504344,-0.8951813345395158,0.3706901609295063,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
FAM126A,-0.0048142069196762,0.0048142069196762,0.3954382770986935,0.0019037216899133,329.0,3298.0,333.0,0.9794987186699168,0.793924620288768,0.9792487030439404,-0.738457342083481,0.4602365802049406,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
LRRC3B,0.0055465758640093,0.0055465758640093,0.3427184708938554,0.00190091399881,243.0,4441.0,334.0,0.9848740546284144,0.7224826551659479,0.979186199137446,0.9065877152221204,0.3646248605358471,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
MAP2,-0.0029801038163684,0.0029801038163684,0.6369537619422734,0.0018981883368144,790.0,561.0,335.0,0.950684417776111,0.9649978123632728,0.979123695230952,-0.4472455381417607,0.6546977850075919,0.9999999507392006,True,False,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
SPAG16,0.0028544436430502,0.0028544436430502,0.66183747265809,0.0018891777665613,843.0,443.0,336.0,0.9473717107319208,0.9723732733295832,0.9790611913244578,0.4791413633233649,0.6318380653291473,0.9999999507392006,True,False,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
TMEFF2,-0.005220631435441,0.005220631435441,0.3613023667861684,0.0018862264937431,282.0,4025.0,337.0,0.9824364022751422,0.7484842802675167,0.9789986874179636,-0.8029878563105888,0.4219817535496446,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
AVIL,0.0036432353403966,0.0036432353403966,0.516614585829383,0.0018821485164579,547.0,1430.0,338.0,0.9658728670541908,0.9106819176198512,0.9789361835114696,0.604382661211251,0.5455892606754806,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
AC007563.2,-0.0036356815637084,0.0036356815637084,0.517580244510777,0.0018817569527075,548.0,1421.0,339.0,0.9658103631476967,0.9112444527782988,0.9788736796049752,-0.5513356397737859,0.581403611344649,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
FAM114A1,-0.0038572269414836,0.0038572269414836,0.4872288315205513,0.0018793521756086,502.0,1789.0,340.0,0.968685542846428,0.8882430151884493,0.9788111756984812,-0.5865117588264871,0.5575316618789197,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
RGS20,0.0061012905985857,0.0061012905985857,0.3078474092583219,0.0018782665039067,189.0,5296.0,341.0,0.9882492655790986,0.6690418151134445,0.978748671791987,0.9946631774127092,0.319900109217933,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
LRRK1,-0.0030000259214484,0.0030000259214484,0.6233465247588297,0.0018700557323213,782.0,615.0,342.0,0.9511844490280642,0.9616226014125884,0.9786861678854928,-0.4504086930092281,0.6524157779824531,0.9999999507392006,True,False,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
CPT1A,0.0028527785633518,0.0028527785633518,0.6551275430359401,0.0018689338110343,846.0,475.0,343.0,0.9471841990124384,0.97037314832177,0.9786236639789988,0.4788769884025614,0.6320261424319549,0.9999999507392006,True,False,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
GABRB3,-0.0020811322781891,0.0020811322781891,0.8944393984969613,0.001861446703096,1320.0,55.0,344.0,0.9175573473342084,0.9966247890493156,0.9785611600725044,-0.3045103108509254,0.7607391385809974,0.9999999507392006,False,False,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
TMEM98,0.0049625048675613,0.0049625048675613,0.3745558447885835,0.0018587352029368,316.0,3721.0,345.0,0.9803112694543408,0.7674854678417401,0.9784986561660104,0.8138511792013706,0.4157302117058403,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
BNIP3,-0.0045603023117511,0.0045603023117511,0.4070984699546701,0.0018564920936446,355.0,3074.0,346.0,0.9778736171010688,0.8079254953434589,0.9784361522595162,-0.6981433495006028,0.4850875504190486,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
VCAN,-0.006354042695893,0.006354042695893,0.2901318531181536,0.0018435101821513,174.0,5759.0,347.0,0.989186824176511,0.6401025064066503,0.978373648353022,-0.9829465168508966,0.3256337620244931,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
PTPRG,0.0057384932084213,0.0057384932084213,0.3207947432099882,0.0018408784552077,219.0,4961.0,348.0,0.986374148384274,0.6899806237889868,0.978311144446528,0.9370596096173284,0.348727896254805,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
AC008691.1,-0.0034078282032877,0.0034078282032877,0.5399514661852111,0.0018400618348725,616.0,1205.0,349.0,0.9615600975060942,0.9247452965810364,0.9782486405400338,-0.5151579636101002,0.6064426409755626,0.9999999507392006,True,False,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
NRSN1,-0.0032439971561904,0.0032439971561904,0.5635839812748409,0.00182826483253,681.0,996.0,350.0,0.957497343583974,0.9378086130383148,0.9781861366335396,-0.489145502979709,0.6247386885988262,0.9999999507392006,True,False,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
FN1,0.0047514346710448,0.0047514346710448,0.3838754949880992,0.0018239593362509,336.0,3529.0,351.0,0.9790611913244578,0.779486217888618,0.9781236327270454,0.7803382689538282,0.4351917929312554,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
GFPT2,-0.0034050577073867,0.0034050577073867,0.5355423933806436,0.001823552754213,618.0,1254.0,352.0,0.961435089693106,0.9216826051628226,0.9780611288205512,-0.5147180749758665,0.606750040920025,0.9999999507392006,True,False,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
PEA15,-0.00347551380455,0.00347551380455,0.5244267775445257,0.0018226525048317,601.0,1353.0,353.0,0.9624976561035063,0.9154947184199012,0.9779986249140572,-0.5259048218477462,0.5989543385344898,0.9999999507392006,True,False,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
RYR1,-0.0036241355543659,0.0036241355543659,0.5020100136590152,0.0018193523391493,551.0,1612.0,354.0,0.9656228514282142,0.8993062066379148,0.977936121007563,-0.5495024090230729,0.5826607118040541,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
ACVR1,0.0034489758615167,0.0034489758615167,0.5274819443905858,0.001819272493589,606.0,1325.0,355.0,0.9621851365710355,0.9172448278017376,0.9778736171010688,0.5735388917550233,0.5662798738488637,0.9999999507392006,True,False,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
NXN,0.0039162290199824,0.0039162290199824,0.4643653530311126,0.0018185610714148,486.0,2105.0,356.0,0.9696856053503344,0.868491780736296,0.9778111131945748,0.6477275428340412,0.5171611866891461,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
KCNIP1,-0.004397858183814,0.004397858183814,0.4134749202178553,0.0018184040616819,389.0,2956.0,357.0,0.9757484842802676,0.8153009563097694,0.9777486092880804,-0.6723510985355404,0.501360206565375,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
TTN,-0.0067187826909196,0.0067187826909196,0.270494088893818,0.0018173910024558,156.0,6324.0,358.0,0.9903118944934058,0.6047877992374524,0.9776861053815864,-1.040858523940266,0.2979412136446095,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
PPP3CA,-0.0032239193904665,0.0032239193904665,0.5632904195019328,0.0018160029058963,690.0,999.0,359.0,0.9569348084255266,0.9376211013188324,0.9776236014750922,-0.4859576329166596,0.6269972048255554,0.9999999507392006,True,False,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
