Contrast,Database,Pathway,pvalue,p.adjust,GeneRatio
OUD_vs_Control_Female,Reactome,Regulation of pyruvate metabolism,0.14954949399812373,0.7361401690230593,7/1379
OUD_vs_Control_Female,Reactome,Neurotransmitter release cycle,0.1515384065788943,0.7361401690230593,10/1379
OUD_vs_Control_Female,Reactome,SARS-CoV-1 activates/modulates innate immune responses,0.15161759772171735,0.7361401690230593,8/1379
OUD_vs_Control_Female,WikiPathways,WP_OXIDATIVE_STRESS_RESPONSE,0.3131018138283487,0.7386556875527944,6/1231
OUD_vs_Control_Female,GO_BP,somatic diversification of immune receptors via germline recombination within a single locus,0.47687584033267727,0.7403921825229836,10/2058
OUD_vs_Control_Female,WikiPathways,WP_SARSCOV2_INNATE_IMMUNITY_EVASION_AND_CELLSPECIFIC_IMMUNE_RESPONSE,0.316525443190401,0.7415106536278624,11/1231
OUD_vs_Control_Female,GO_BP,postsynaptic neurotransmitter receptor internalization,0.47947999536900743,0.7420339605751011,5/2058
OUD_Effect_Male_vs_Female,DO,autoimmune disease of central nervous system,0.3833905869995624,0.7444979506376009,2/920
OUD_vs_Control_Female,DO,complement deficiency,0.5467286716821476,0.7453233121918712,3/1094
OUD_Effect_Male_vs_Female,GO_BP,positive regulation of immune effector process,0.3913776896688142,0.745593574311073,30/1775
OUD_Effect_Male_vs_Female,GO_BP,chemokine (C-X-C motif) ligand 2 production,0.3934987823022099,0.745593574311073,3/1775
OUD_Effect_Male_vs_Female,GO_BP,regulation of oxidative stress-induced neuron intrinsic apoptotic signaling pathway,0.3934987823022099,0.745593574311073,3/1775
OUD_Effect_Male_vs_Female,GO_BP,regulation of chemokine (C-X-C motif) ligand 2 production,0.3934987823022099,0.745593574311073,3/1775
OUD_Effect_Male_vs_Female,GO_BP,"synaptic transmission, dopaminergic",0.3980664838261563,0.745593574311073,4/1775
OUD_Effect_Male_vs_Female,GO_BP,negative regulation of oxidative stress-induced intrinsic apoptotic signaling pathway,0.3980664838261563,0.745593574311073,4/1775
OUD_Effect_Male_vs_Female,GO_BP,central nervous system neuron axonogenesis,0.3993922951347495,0.745593574311073,5/1775
OUD_vs_Control_Female,GO_BP,regulation of synapse maturation,0.4858534503715023,0.747676640948607,4/2058
OUD_vs_Control_Female,KEGG,Folate transport and metabolism,0.452783085290663,0.7509573121893923,5/1075
OUD_Effect_Male_vs_Female,KEGG,Histidine metabolism,0.26401685056925195,0.752115229772911,4/889
OUD_vs_Control_Female,GO_BP,receptor localization to synapse,0.4908662231682648,0.7530039112834979,11/2058
OUD_Effect_Male_vs_Female,GO_MF,CXCR chemokine receptor binding,0.33055723558958183,0.7537195594426643,2/1824
OUD_Effect_Male_vs_Female,GO_MF,cytokine receptor activity,0.3329926030155448,0.754250484713937,12/1824
OUD_vs_Control_Female,GO_BP,regulation of cellular response to osmotic stress,0.5044933435335799,0.7553623351684836,2/2058
OUD_vs_Control_Female,GO_BP,dendrite arborization,0.5044933435335799,0.7553623351684836,2/2058
OUD_vs_Control_Female,GO_BP,negative regulation of oxidative stress-induced neuron intrinsic apoptotic signaling pathway,0.5044933435335799,0.7553623351684836,2/2058
OUD_vs_Control_Female,GO_BP,interneuron migration,0.5044933435335799,0.7553623351684836,2/2058
OUD_vs_Control_Female,GO_BP,positive regulation of chemokine (C-X-C motif) ligand 2 production,0.5044933435335799,0.7553623351684836,2/2058
OUD_Effect_Male_vs_Female,Reactome,Keratan sulfate/keratin metabolism,0.10861867088785375,0.7581668440516093,7/1194
OUD_Effect_Male_vs_Female,Reactome,Regulation of commissural axon pathfinding by SLIT and ROBO,0.11060007812900949,0.7581668440516093,3/1194
OUD_Effect_Male_vs_Female,GO_BP,antiviral innate immune response,0.4185184248840649,0.7615455855474214,7/1775
OUD_Effect_Male_vs_Female,GO_BP,response to dopamine,0.4185184248840649,0.7615455855474214,7/1775
OUD_Effect_Male_vs_Female,GO_BP,microglial cell activation,0.421299886744114,0.7615455855474214,6/1775
OUD_Effect_Male_vs_Female,GO_BP,negative regulation of oxidative stress-induced neuron intrinsic apoptotic signaling pathway,0.4234920144608234,0.7615455855474214,2/1775
OUD_Effect_Male_vs_Female,GO_BP,stress response to copper ion,0.4234920144608234,0.7615455855474214,2/1775
OUD_Effect_Male_vs_Female,GO_BP,positive regulation of chemokine (C-X-C motif) ligand 2 production,0.4234920144608234,0.7615455855474214,2/1775
OUD_Effect_Male_vs_Female,GO_BP,negative regulation of neuron migration,0.4234920144608234,0.7615455855474214,2/1775
OUD_Effect_Male_vs_Female,GO_BP,central nervous system projection neuron axonogenesis,0.4259847529904073,0.7615455855474214,4/1775
OUD_Effect_Male_vs_Female,GO_BP,peripheral nervous system axon ensheathment,0.4259847529904073,0.7615455855474214,4/1775
OUD_Effect_Male_vs_Female,GO_BP,detection of temperature stimulus involved in sensory perception of pain,0.426798390898514,0.7615455855474214,3/1775
OUD_Effect_Male_vs_Female,C7_Immunologic,GSE16450_CTRL_VS_IFNA_12H_STIM_MATURE_NEURON_CELL_LINE_UP,0.4589176624913278,0.7630876626818257,22/2013
OUD_Effect_Male_vs_Female,WikiPathways,WP_PHOSPHOINOSITIDES_METABOLISM,0.3009787112148129,0.7660247650091291,8/1002
OUD_vs_Control_Female,GO_BP,negative regulation of oxidative stress-induced intrinsic apoptotic signaling pathway,0.51679624997695,0.7664080399580888,4/2058
OUD_vs_Control_Female,GO_BP,response to endoplasmic reticulum stress,0.5177058674122903,0.7673616577478258,37/2058
OUD_vs_Control_Female,WikiPathways,WP_AXON_GUIDANCE,0.34122771454243833,0.7680319149359843,13/1231
OUD_Effect_Male_vs_Female,GO_BP,regulation of dendrite morphogenesis,0.43443359830736816,0.7718188537188174,8/1775
OUD_Effect_Male_vs_Female,GO_BP,neuron cellular homeostasis,0.43443359830736816,0.7718188537188174,8/1775
OUD_vs_Control_Female,C7_Immunologic,GSE16450_CTRL_VS_IFNA_6H_STIM_MATURE_NEURON_CELL_LINE_DN,0.5207534366960855,0.7737452709921709,27/2332
OUD_vs_Control_Female,GO_BP,regulation of postsynapse assembly,0.5238308190767744,0.7746452672553277,6/2058
OUD_Effect_Male_vs_Female,C7_Immunologic,GSE1432_CTRL_VS_IFNG_24H_MICROGLIA_UP,0.47224132951094444,0.774666584975529,24/2013
OUD_Effect_Male_vs_Female,Reactome,"Unblocking of NMDA receptors, glutamate binding and activation",0.11799507186997867,0.7766621772825578,5/1194
OUD_Effect_Male_vs_Female,Reactome,Negative regulation of NMDA receptor-mediated neuronal transmission,0.11799507186997867,0.7766621772825578,5/1194
OUD_vs_Control_Female,GO_BP,negative regulation of cytokine-mediated signaling pathway,0.5269140622266713,0.7782052991890576,11/2058
OUD_Effect_Male_vs_Female,KEGG,Inositol phosphate metabolism,0.28636172611982685,0.779384793551543,11/889
OUD_vs_Control_Female,C8_CellType,DESCARTES_MAIN_FETAL_GRANULE_NEURONS,0.6972141308209328,0.7799695172685213,2/2407
OUD_Effect_Male_vs_Female,C2_Curated,SA_MMP_CYTOKINE_CONNECTION,0.08300641043834077,0.7806075588532939,4/42
OUD_Effect_Male_vs_Female,GO_MF,C-C chemokine receptor activity,0.35414482187273877,0.7842233983452179,3/1824
OUD_vs_Control_Female,KEGG,Apoptosis - multiple species,0.48402559512432297,0.7842729162986627,5/1075
OUD_vs_Control_Female,KEGG,Nitrogen metabolism,0.4867105451147583,0.7842729162986627,3/1075
OUD_Effect_Male_vs_Female,GO_CC,ribbon synapse,0.22206019760380746,0.7867616678543501,3/1867
OUD_Effect_Male_vs_Female,GO_CC,cholinergic synapse,0.22206019760380746,0.7867616678543501,3/1867
OUD_vs_Control_Female,Reactome,Negative regulation of NMDA receptor-mediated neuronal transmission,0.18417138267983976,0.7879335834617059,5/1379
OUD_vs_Control_Female,Reactome,Metabolism of water-soluble vitamins and cofactors,0.19031497342695064,0.7879335834617059,21/1379
OUD_vs_Control_Female,GO_BP,protein localization to synapse,0.5377400416319187,0.7888984181352227,12/2058
OUD_Effect_Male_vs_Female,GO_BP,macrophage cytokine production,0.4481887448030444,0.7891958760070977,5/1775
OUD_Effect_Male_vs_Female,GO_BP,regulation of macrophage cytokine production,0.4481887448030444,0.7891958760070977,5/1775
OUD_Effect_Male_vs_Female,GO_BP,dopamine metabolic process,0.4481887448030444,0.7891958760070977,5/1775
OUD_Effect_Male_vs_Female,GO_BP,cellular response to oxidative stress,0.4544378255047029,0.7910825377290989,28/1775
OUD_Effect_Male_vs_Female,GO_BP,somatic diversification of immune receptors via somatic mutation,0.46553498476604205,0.7910825377290989,2/1775
OUD_Effect_Male_vs_Female,GO_BP,regulation of T cell tolerance induction,0.46553498476604205,0.7910825377290989,2/1775
OUD_Effect_Male_vs_Female,WikiPathways,WP_NAD_METABOLISM_IN_ONCOGENEINDUCED_SENESCENCE_AND_MITOCHONDRIAL_DYSFUNCTIONASSOCIATED_SENESCENCE,0.3498304039717543,0.7920909146785207,4/1002
OUD_vs_Control_Female,GO_BP,axonemal dynein complex assembly,0.546836981308376,0.7922104913834647,4/2058
OUD_vs_Control_Female,GO_BP,regulation of T cell tolerance induction,0.5490567762063616,0.7922104913834647,2/2058
OUD_Effect_Male_vs_Female,KEGG,Choline metabolism in cancer,0.31186862662983567,0.7949650666311944,14/889
OUD_Effect_Male_vs_Female,KEGG,Nicotinate and nicotinamide metabolism,0.31464046196109374,0.7949650666311944,6/889
OUD_Effect_Male_vs_Female,KEGG,Arachidonic acid metabolism,0.3228855910224418,0.7949650666311944,8/889
OUD_Effect_Male_vs_Female,KEGG,Taurine and hypotaurine metabolism,0.3236140979206632,0.7949650666311944,3/889
OUD_Effect_Male_vs_Female,GO_BP,myeloid cell activation involved in immune response,0.47025129159647827,0.7973765180385923,11/1775
OUD_Effect_Male_vs_Female,C7_Immunologic,GSE16450_CTRL_VS_IFNA_6H_STIM_IMMATURE_NEURON_CELL_LINE_UP,0.49780134468461945,0.7975298097018961,23/2013
OUD_vs_Control_Female,GO_CC,parallel fiber to Purkinje cell synapse,0.2493114479090564,0.7987889176787678,5/2168
OUD_Effect_Male_vs_Female,KEGG,Drug metabolism - cytochrome P450,0.3302814098629597,0.7997528424538809,7/889
OUD_vs_Control_Female,GO_CC,dendrite terminus,0.2573807747547684,0.8007401881259462,3/2168
OUD_vs_Control_Female,Reactome,Response of endothelial cells to shear stress,0.19544069997760094,0.8039596661128459,16/1379
OUD_vs_Control_Female,GO_BP,neuron projection arborization,0.5602828554988424,0.8053803743088229,5/2058
OUD_Effect_Male_vs_Female,WikiPathways,WP_FIBRIN_COMPLEMENT_RECEPTOR_3_SIGNALING,0.37221996969631155,0.8114352738459133,6/1002
OUD_Effect_Male_vs_Female,WikiPathways,WP_NUCLEAR_RECEPTORS_IN_LIPID_METABOLISM_AND_TOXICITY,0.37694721068845416,0.8114352738459133,5/1002
OUD_Effect_Male_vs_Female,WikiPathways,WP_ALANINE_AND_ASPARTATE_METABOLISM,0.3803268023787313,0.8114352738459133,2/1002
OUD_Effect_Male_vs_Female,KEGG,"Glycine, serine and threonine metabolism",0.3379148053450169,0.8119515948491731,6/889
OUD_vs_Control_Female,Reactome,Dopamine Neurotransmitter Release Cycle,0.21011163550476358,0.8122513683363213,5/1379
OUD_vs_Control_Female,Reactome,"Turbulent (oscillatory, disturbed) flow shear stress activates signaling by PIEZO1 and integrins in endothelial cells",0.2105836880871944,0.8122513683363213,6/1379
OUD_Effect_Male_vs_Female,DO,substance-related disorder,0.4711360020531621,0.8145816387485119,47/920
OUD_Effect_Male_vs_Female,Reactome,Metabolism of fat-soluble vitamins,0.12768102058470776,0.816575256869024,8/1194
OUD_Effect_Male_vs_Female,GO_MF,NAD+-protein-glutamate ADP-ribosyltransferase activity,0.41872026318312894,0.8181811006702812,2/1824
OUD_Effect_Male_vs_Female,GO_MF,NAD+-histone H2BE35 glutamate ADP-ribosyltransferase activity,0.41872026318312894,0.8181811006702812,2/1824
OUD_Effect_Male_vs_Female,GO_MF,NAD+-histone H2BE2 glutamate ADP-ribosyltransferase activity,0.41872026318312894,0.8181811006702812,2/1824
OUD_Effect_Male_vs_Female,GO_MF,NAD+-histone H2BE18 glutamate ADP-ribosyltransferase activity,0.41872026318312894,0.8181811006702812,2/1824
OUD_Effect_Male_vs_Female,Reactome,Nicotinate metabolism,0.12985184579646555,0.8209088792197157,6/1194
OUD_Effect_Male_vs_Female,WikiPathways,WP_ENDOPLASMIC_RETICULUM_STRESS_RESPONSE_IN_CORONAVIRUS_INFECTION,0.3897396736621241,0.8219743273185608,7/1002
OUD_vs_Control_Female,Reactome,Intrinsic Pathway for Apoptosis,0.21474447425759657,0.8240194942442659,10/1379
OUD_vs_Control_Female,Reactome,Fatty acid metabolism,0.2237802542442257,0.8244238247293524,27/1379
OUD_vs_Control_Female,Reactome,alpha-linolenic (omega3) and linoleic (omega6) acid metabolism,0.22919703346684264,0.8244238247293524,3/1379
OUD_vs_Control_Female,Reactome,alpha-linolenic acid (ALA) metabolism,0.22919703346684264,0.8244238247293524,3/1379
OUD_vs_Control_Female,Reactome,Metabolism of porphyrins,0.23713229900732738,0.8244238247293524,5/1379
OUD_Effect_Male_vs_Female,GO_BP,regulation of stress fiber assembly,0.5013759445699122,0.8283808041698569,11/1775
OUD_Effect_Male_vs_Female,GO_BP,immunological synapse formation,0.505699368827006,0.8283808041698569,2/1775
OUD_Effect_Male_vs_Female,GO_BP,hydrogen peroxide-mediated programmed cell death,0.505699368827006,0.8283808041698569,2/1775
OUD_Effect_Male_vs_Female,GO_BP,commissural neuron axon guidance,0.505699368827006,0.8283808041698569,2/1775
OUD_Effect_Male_vs_Female,GO_BP,myeloid leukocyte cytokine production,0.5078702330857034,0.8283808041698569,6/1775
OUD_vs_Control_Female,GO_BP,dopamine metabolic process,0.5857874099760191,0.8306707208433551,5/2058
OUD_vs_Control_Female,GO_BP,regulation of T cell mediated immune response to tumor cell,0.5907184177753511,0.8306707208433551,2/2058
OUD_vs_Control_Female,GO_BP,negative regulation of response to cytokine stimulus,0.5962154039343839,0.8344913270377229,11/2058
OUD_vs_Control_Female,GO_BP,regulation of oxidative phosphorylation,0.5970591933417371,0.8344913270377229,3/2058
OUD_vs_Control_Female,GO_BP,motor neuron axon guidance,0.5970591933417371,0.8344913270377229,3/2058
OUD_vs_Control_Female,GO_BP,axonal transport,0.5984001831533622,0.8361625860227927,9/2058
OUD_Effect_Male_vs_Female,KEGG,Retinol metabolism,0.373135244618453,0.8377009796401031,7/889
OUD_Effect_Male_vs_Female,GO_BP,regulation of oxidative stress-induced intrinsic apoptotic signaling pathway,0.5191661841845963,0.8392473705721409,5/1775
OUD_Effect_Male_vs_Female,GO_BP,spinal cord motor neuron differentiation,0.5220745216251592,0.8392473705721409,3/1775
OUD_Effect_Male_vs_Female,GO_BP,astrocyte activation,0.5220745216251592,0.8392473705721409,3/1775
OUD_Effect_Male_vs_Female,GO_BP,positive regulation of neurotransmitter transport,0.5220745216251592,0.8392473705721409,3/1775
OUD_Effect_Male_vs_Female,DO,autoimmune disease of gastrointestinal tract,0.5367003332067418,0.8402884004752019,4/920
OUD_vs_Control_Female,WikiPathways,WP_SPHINGOLIPID_METABOLISM_IN_SENESCENCE,0.402996231425479,0.8404355740135644,5/1231
OUD_vs_Control_Female,WikiPathways,WP_CHRONIC_HYPERGLYCEMIA_IMPAIRMENT_OF_NEURON_FUNCTION,0.40516520956176316,0.8404355740135644,7/1231
OUD_vs_Control_Female,GO_BP,protein localization to postsynapse,0.6025056960822339,0.8406750587361659,7/2058
OUD_vs_Control_Female,KEGG,Drug metabolism - cytochrome P450,0.5322634076373768,0.8417188771939912,7/1075
OUD_Effect_Male_vs_Female,DO,autoimmune disease of skin and connective tissue,0.5633779352582933,0.8467782717792404,3/920
OUD_Effect_Male_vs_Female,DO,post-traumatic stress disorder,0.5636083335820965,0.8467782717792404,2/920
OUD_Effect_Male_vs_Female,WikiPathways,WP_MELATONIN_METABOLISM_AND_EFFECTS,0.4041977493659771,0.8484018347347304,5/1002
OUD_vs_Control_Female,GO_BP,neuron cellular homeostasis,0.6098207604814986,0.8494406286213374,8/2058
OUD_Effect_Male_vs_Female,GO_BP,stress fiber assembly,0.5305947706896994,0.8499397610624785,13/1775
OUD_Effect_Male_vs_Female,GO_BP,cellular response to toxic substance,0.5367458384403305,0.8527336749804786,14/1775
OUD_Effect_Male_vs_Female,GO_BP,neuron fate commitment,0.5370070916772145,0.8527336749804786,7/1775
OUD_Effect_Male_vs_Female,GO_BP,humoral immune response,0.5378334144864614,0.8527336749804786,23/1775
OUD_Effect_Male_vs_Female,GO_BP,astrocyte development,0.5419651803928532,0.8527336749804786,5/1775
OUD_Effect_Male_vs_Female,GO_BP,T cell tolerance induction,0.543841726077462,0.8527336749804786,2/1775
OUD_Effect_Male_vs_Female,GO_BP,programmed cell death in response to reactive oxygen species,0.543841726077462,0.8527336749804786,2/1775
OUD_Effect_Male_vs_Female,GO_BP,positive regulation of execution phase of apoptosis,0.543841726077462,0.8527336749804786,2/1775
OUD_Effect_Male_vs_Female,GO_BP,regulation of motor neuron apoptotic process,0.543841726077462,0.8527336749804786,2/1775
OUD_Effect_Male_vs_Female,GO_BP,negative regulation of neuron differentiation,0.54420540857042,0.8527336749804786,8/1775
OUD_vs_Control_Female,DO,motor neuron disease,0.687698257386157,0.8531779415384544,21/1094
OUD_Effect_Male_vs_Female,KEGG,Glycerophospholipid metabolism,0.3948431607082083,0.854560537262217,13/889
OUD_vs_Control_Female,C7_Immunologic,GSE1432_CTRL_VS_IFNG_6H_MICROGLIA_UP,0.6087825094477866,0.8552446326498316,25/2332
OUD_Effect_Male_vs_Female,GO_BP,regulation of neuron migration,0.5493688072244118,0.8586410663163941,6/1775
OUD_Effect_Male_vs_Female,GO_BP,neuronal stem cell population maintenance,0.5518669162429792,0.8586410663163941,3/1775
OUD_vs_Control_Female,GO_BP,axoneme assembly,0.6290518525785792,0.8617265336615159,11/2058
OUD_vs_Control_Female,GO_BP,T cell mediated immune response to tumor cell,0.6294363451002034,0.8617265336615159,2/2058
OUD_vs_Control_Female,GO_BP,T cell tolerance induction,0.6294363451002034,0.8617265336615159,2/2058
OUD_vs_Control_Female,GO_BP,calcium ion-regulated exocytosis of neurotransmitter,0.6294363451002034,0.8617265336615159,2/2058
OUD_vs_Control_Female,GO_BP,positive regulation of execution phase of apoptosis,0.6294363451002034,0.8617265336615159,2/2058
OUD_vs_Control_Female,GO_BP,glutamate metabolic process,0.6306155786548491,0.8617265336615159,4/2058
OUD_Effect_Male_vs_Female,Reactome,Metabolism of vitamins and cofactors,0.1548648372525865,0.8626946125825943,28/1194
OUD_Effect_Male_vs_Female,Reactome,TP53 Regulates Transcription of Cell Death Genes,0.15547158059739485,0.8626946125825943,8/1194
OUD_Effect_Male_vs_Female,Reactome,Metabolism of water-soluble vitamins and cofactors,0.1563691135853563,0.8626946125825943,19/1194
OUD_Effect_Male_vs_Female,Reactome,Glutamate Neurotransmitter Release Cycle,0.15637437987749672,0.8626946125825943,5/1194
OUD_Effect_Male_vs_Female,Reactome,Surfactant metabolism,0.15637437987749672,0.8626946125825943,5/1194
