"ensembl_gene_id","hgnc_symbol","chromosome_name","gene_biotype"
"ENSG00000198633","ZNF534","19","protein_coding"
"ENSG00000198642","KLHL9","9","protein_coding"
"ENSG00000198643","FAM3D","3","protein_coding"
"ENSG00000198646","NCOA6","20","protein_coding"
"ENSG00000198648","STK39","2","protein_coding"
"ENSG00000198650","TAT","16","protein_coding"
"ENSG00000198658","ABHD17AP1","1","unprocessed_pseudogene"
"ENSG00000198663","C6orf89","6","protein_coding"
"ENSG00000198668","CALM1","14","protein_coding"
"ENSG00000198670","LPA","6","protein_coding"
"ENSG00000198671","","12","lncRNA"
"ENSG00000198673","TAFA2","12","protein_coding"
"ENSG00000198677","SKIC3","5","protein_coding"
"ENSG00000198678","OR5BS1P","12","protein_coding"
"ENSG00000198680","TUSC1","9","protein_coding"
"ENSG00000198682","PAPSS2","10","protein_coding"
"ENSG00000198685","LINC01565","3","lncRNA"
"ENSG00000198689","SLC9A6","X","protein_coding"
"ENSG00000198690","FAN1","15","protein_coding"
"ENSG00000198691","ABCA4","1","protein_coding"
"ENSG00000198692","EIF1AY","Y","protein_coding"
"ENSG00000198695","MT-ND6","MT","protein_coding"
"ENSG00000198700","IPO9","1","protein_coding"
"ENSG00000198704","GPX6","6","protein_coding"
"ENSG00000198707","CEP290","12","protein_coding"
"ENSG00000198711","SSBP3-AS1","1","lncRNA"
"ENSG00000198712","MT-CO2","MT","protein_coding"
"ENSG00000198715","GLMP","1","protein_coding"
"ENSG00000198718","TOGARAM1","14","protein_coding"
"ENSG00000198719","DLL1","6","protein_coding"
"ENSG00000198720","ANKRD13B","17","protein_coding"
"ENSG00000198721","ECI2","6","protein_coding"
"ENSG00000198722","UNC13B","9","protein_coding"
"ENSG00000198723","SAXO5","19","protein_coding"
"ENSG00000198727","MT-CYB","MT","protein_coding"
"ENSG00000198728","LDB1","10","protein_coding"
"ENSG00000198729","PPP1R14C","6","protein_coding"
"ENSG00000198730","CTR9","11","protein_coding"
"ENSG00000198732","SMOC1","14","protein_coding"
"ENSG00000198734","F5","1","protein_coding"
"ENSG00000198736","MSRB1","16","protein_coding"
"ENSG00000198738","SMIM11P1","6","processed_pseudogene"
"ENSG00000198739","LRRTM3","10","protein_coding"
"ENSG00000198740","ZNF652","17","protein_coding"
"ENSG00000198742","SMURF1","7","protein_coding"
"ENSG00000198743","SLC5A3","21","protein_coding"
"ENSG00000198744","MTCO3P12","1","unprocessed_pseudogene"
"ENSG00000198746","GPATCH3","1","protein_coding"
"ENSG00000198752","CDC42BPB","14","protein_coding"
"ENSG00000198753","PLXNB3","X","protein_coding"
"ENSG00000198754","OXCT2","1","protein_coding"
"ENSG00000198755","RPL10A","6","protein_coding"
"ENSG00000198756","COLGALT2","1","protein_coding"
"ENSG00000198758","EPS8L3","1","protein_coding"
"ENSG00000198759","EGFL6","X","protein_coding"
"ENSG00000198763","MT-ND2","MT","protein_coding"
"ENSG00000198765","SYCP1","1","protein_coding"
"ENSG00000198768","APCDD1L","20","protein_coding"
"ENSG00000198771","RCSD1","1","protein_coding"
"ENSG00000198774","RASSF9","12","protein_coding"
"ENSG00000198780","FAM169A","5","protein_coding"
"ENSG00000198783","ZNF830","17","protein_coding"
"ENSG00000198785","GRIN3A","9","protein_coding"
"ENSG00000198786","MT-ND5","MT","protein_coding"
"ENSG00000198791","CNOT7","8","protein_coding"
"ENSG00000198792","TMEM184B","22","protein_coding"
"ENSG00000198793","MTOR","1","protein_coding"
"ENSG00000198794","SCAMP5","15","protein_coding"
"ENSG00000198795","ZNF521","18","protein_coding"
"ENSG00000198796","ALPK2","18","protein_coding"
"ENSG00000198797","BRINP2","1","protein_coding"
"ENSG00000198799","LRIG2","1","protein_coding"
"ENSG00000198804","MT-CO1","MT","protein_coding"
"ENSG00000198805","PNP","14","protein_coding"
"ENSG00000198807","PAX9","14","protein_coding"
"ENSG00000198814","GK","X","protein_coding"
"ENSG00000198815","FOXJ3","1","protein_coding"
"ENSG00000198816","ZNF358","19","protein_coding"
"ENSG00000198818","SFT2D1","6","protein_coding"
"ENSG00000198821","CD247","1","protein_coding"
"ENSG00000198822","GRM3","7","protein_coding"
"ENSG00000198824","CHAMP1","13","protein_coding"
"ENSG00000198825","INPP5F","10","protein_coding"
"ENSG00000198829","SUCNR1","3","protein_coding"
"ENSG00000198830","HMGN2","1","protein_coding"
"ENSG00000198832","SELENOM","22","protein_coding"
"ENSG00000198833","UBE2J1","6","protein_coding"
"ENSG00000198835","GJC2","1","protein_coding"
"ENSG00000198836","OPA1","3","protein_coding"
"ENSG00000198837","DENND4B","1","protein_coding"
"ENSG00000198838","RYR3","15","protein_coding"
"ENSG00000198839","ZNF277","7","protein_coding"
"ENSG00000198840","MT-ND3","MT","protein_coding"
"ENSG00000198841","KTI12","1","protein_coding"
"ENSG00000198842","STYXL2","1","protein_coding"
"ENSG00000198843","SELENOT","3","protein_coding"
"ENSG00000198844","ARHGEF15","17","protein_coding"
"ENSG00000198846","TOX","8","protein_coding"
"ENSG00000198848","CES1","16","protein_coding"
"ENSG00000198851","CD3E","11","protein_coding"
"ENSG00000198853","RUSC2","9","protein_coding"
"ENSG00000198855","FICD","12","protein_coding"
"ENSG00000198856","OSTC","4","protein_coding"
"ENSG00000198857","HSD3BP5","1","transcribed_unprocessed_pseudogene"
"ENSG00000198858","R3HDM4","19","protein_coding"
"ENSG00000198860","TSEN15","1","protein_coding"
"ENSG00000198862","LTN1","21","protein_coding"
"ENSG00000198863","RUNDC1","17","protein_coding"
"ENSG00000198865","CCDC152","5","protein_coding"
"ENSG00000198868","MTND4LP30","5","processed_pseudogene"
"ENSG00000198873","GRK5","10","protein_coding"
"ENSG00000198874","TYW1","7","protein_coding"
"ENSG00000198876","DCAF12","9","protein_coding"
"ENSG00000198879","SFMBT2","10","protein_coding"
"ENSG00000198881","ASB12","X","protein_coding"
"ENSG00000198883","PNMA5","X","protein_coding"
"ENSG00000198885","ITPRIPL1","2","protein_coding"
"ENSG00000198886","MT-ND4","MT","protein_coding"
"ENSG00000198887","SMC5","9","protein_coding"
"ENSG00000198888","MT-ND1","MT","protein_coding"
"ENSG00000198889","DCAF12L1","X","protein_coding"
"ENSG00000198890","PRMT6","1","protein_coding"
"ENSG00000198892","SHISA4","1","protein_coding"
"ENSG00000198894","CIPC","14","protein_coding"
"ENSG00000198898","CAPZA2","7","protein_coding"
"ENSG00000198899","MT-ATP6","MT","protein_coding"
"ENSG00000198900","TOP1","20","protein_coding"
"ENSG00000198901","PRC1","15","protein_coding"
"ENSG00000198908","GPRASP3","X","protein_coding"
"ENSG00000198909","MAP3K3","17","protein_coding"
"ENSG00000198910","L1CAM","X","protein_coding"
"ENSG00000198911","SREBF2","22","protein_coding"
"ENSG00000198912","C1orf174","1","protein_coding"
"ENSG00000198914","POU3F3","2","protein_coding"
"ENSG00000198915","RASGEF1A","10","protein_coding"
"ENSG00000198917","SPOUT1","9","protein_coding"
"ENSG00000198918","RPL39","X","protein_coding"
"ENSG00000198919","DZIP3","3","protein_coding"
"ENSG00000198920","KIAA0753","17","protein_coding"
"ENSG00000198924","DCLRE1A","10","protein_coding"
"ENSG00000198925","ATG9A","2","protein_coding"
"ENSG00000198929","NOS1AP","1","protein_coding"
"ENSG00000198930","CSAG1","X","protein_coding"
"ENSG00000198931","APRT","16","protein_coding"
"ENSG00000198932","GPRASP1","X","protein_coding"
"ENSG00000198933","TBKBP1","17","protein_coding"
"ENSG00000198934","MAGEE1","X","protein_coding"
"ENSG00000198937","CCDC167","6","protein_coding"
"ENSG00000198938","MT-CO3","MT","protein_coding"
"ENSG00000198939","ZFP2","5","protein_coding"
"ENSG00000198944","SOWAHA","5","protein_coding"
"ENSG00000198945","L3MBTL3","6","protein_coding"
"ENSG00000198947","DMD","X","protein_coding"
"ENSG00000198948","MFAP3L","4","protein_coding"
"ENSG00000198951","NAGA","22","protein_coding"
"ENSG00000198952","SMG5","1","protein_coding"
"ENSG00000198954","KIFBP","10","protein_coding"
"ENSG00000198959","TGM2","20","protein_coding"
"ENSG00000198960","ARMCX6","X","protein_coding"
"ENSG00000198961","PJA2","5","protein_coding"
"ENSG00000198963","RORB","9","protein_coding"
"ENSG00000198964","SGMS1","10","protein_coding"
"ENSG00000198972","MIRLET7E","19","miRNA"
"ENSG00000198974","MIR30E","1","miRNA"
"ENSG00000198975","MIRLET7A2","11","miRNA"
"ENSG00000198982","MIR380","14","miRNA"
"ENSG00000198984","MIR345","14","miRNA"
"ENSG00000198987","MIR16-2","3","miRNA"
"ENSG00000198995","MIR340","5","miRNA"
"ENSG00000198997","MIR107","10","miRNA"
"ENSG00000199001","MIR448","X","miRNA"
"ENSG00000199005","MIR370","14","miRNA"
"ENSG00000199012","MIR412","14","miRNA"
"ENSG00000199015","MIR377","14","miRNA"
"ENSG00000199020","MIR381","14","miRNA"
"ENSG00000199023","MIR339","7","miRNA"
"ENSG00000199024","MIR103A2","20","miRNA"
"ENSG00000199025","MIR369","14","miRNA"
"ENSG00000199030","MIRLET7C","21","miRNA"
"ENSG00000199032","MIR425","3","miRNA"
"ENSG00000199035","MIR103A1","5","miRNA"
"ENSG00000199043","MIR335","7","miRNA"
"ENSG00000199047","MIR378A","5","miRNA"
"ENSG00000199051","MIR361","X","miRNA"
"ENSG00000199053","MIR324","17","miRNA"
"ENSG00000199059","MIR135B","1","miRNA"
"ENSG00000199065","MIR101-2","9","miRNA"
"ENSG00000199069","MIR323A","14","miRNA"
"ENSG00000199075","MIR26A1","3","miRNA"
"ENSG00000199077","MIR129-2","11","miRNA"
"ENSG00000199082","MIR342","14","miRNA"
"ENSG00000199085","MIR148A","7","miRNA"
"ENSG00000199088","MIR379","14","miRNA"
"ENSG00000199090","MIR326","11","miRNA"
"ENSG00000199092","MIR410","14","miRNA"
"ENSG00000199104","MIR346","10","miRNA"
"ENSG00000199107","MIR409","14","miRNA"
"ENSG00000199109","MIR411","14","miRNA"
"ENSG00000199121","MIR26B","2","miRNA"
"ENSG00000199122","MIR148B","12","miRNA"
"ENSG00000199127","MIR383","8","miRNA"
"ENSG00000199130","MIR365A","16","miRNA"
"ENSG00000199135","MIR101-1","1","miRNA"
"ENSG00000199150","MIRLET7G","3","miRNA"
"ENSG00000199151","MIR337","14","miRNA"
"ENSG00000199153","MIR30D","8","miRNA"
"ENSG00000199161","MIR126","9","miRNA"
"ENSG00000199168","MIR374A","X","miRNA"
"ENSG00000199172","MIR331","12","miRNA"
"ENSG00000199177","MIR31","9","miRNA"
"ENSG00000199179","MIRLET7I","12","miRNA"
"ENSG00000199197","RN7SKP72","18","misc_RNA"
"ENSG00000199200","","10","misc_RNA"
"ENSG00000199201","","10","misc_RNA"
"ENSG00000199202","RNA5SP289","9","rRNA_pseudogene"
"ENSG00000199203","","2","misc_RNA"
"ENSG00000199204","","18","misc_RNA"
"ENSG00000199217","RNU6-1123P","11","snRNA"
"ENSG00000199218","RN7SKP184","20","misc_RNA"
"ENSG00000199223","","19","misc_RNA"
"ENSG00000199224","","7","misc_RNA"
"ENSG00000199226","RNU6-50P","X","snRNA"
"ENSG00000199237","RNU6-834P","12","snRNA"
"ENSG00000199240","RNA5SP46","1","rRNA_pseudogene"
"ENSG00000199248","RNU6-28P","22","snRNA"
"ENSG00000199276","RNA5SP26","13","rRNA_pseudogene"
"ENSG00000199279","RNU6-661P","5","snRNA"
"ENSG00000199289","RNU6-502P","6","snRNA"
"ENSG00000199291","","14","misc_RNA"
"ENSG00000199306","RNU6-858P","3","snRNA"
"ENSG00000199311","SNORD115-34","15","snoRNA"
"ENSG00000199313","RNU4-82P","9","snRNA"
"ENSG00000199319","RN7SKP25","3","misc_RNA"
"ENSG00000199321","","10","snoRNA"
"ENSG00000199322","RNA5SP183","5","rRNA_pseudogene"
"ENSG00000199325","RNU4-39P","11","snRNA"
"ENSG00000199327","RNU6-230P","3","snRNA"
"ENSG00000199331","","9","misc_RNA"
"ENSG00000199335","RNU6-204P","4","snRNA"
"ENSG00000199350","RNA5SP432","16","rRNA_pseudogene"
"ENSG00000199354","RNA5SP273","8","rRNA_pseudogene"
"ENSG00000199357","","18","misc_RNA"
"ENSG00000199360","RNU6-1115P","6","snRNA"
"ENSG00000199364","RNA5SP327","10","rRNA_pseudogene"
"ENSG00000199366","","18","misc_RNA"
"ENSG00000199370","","7","snoRNA"
"ENSG00000199373","RNA5SP453","18","rRNA_pseudogene"
"ENSG00000199377","RNU5F-1","1","snRNA"
"ENSG00000199381","RNU6-79P","13","snRNA"
"ENSG00000199390","SNORD114-7","14","snoRNA"
"ENSG00000199394","RNU6-600P","12","snRNA"
"ENSG00000199395","RNA5SP93","2","rRNA_pseudogene"
"ENSG00000199398","","5","misc_RNA"
"ENSG00000199400","RNY4P19","2","misc_RNA"
"ENSG00000199407","RNA5SP301","10","rRNA_pseudogene"
"ENSG00000199409","","5","misc_RNA"
"ENSG00000199411","","9","snoRNA"
"ENSG00000199415","RNA5SP370","12","rRNA_pseudogene"
"ENSG00000199420","RN7SKP170","4","misc_RNA"
"ENSG00000199422","VTRNA3-1P","X","misc_RNA"
"ENSG00000199424","","X","misc_RNA"
"ENSG00000199426","RNU1-108P","17","snRNA"
"ENSG00000199436","SNORD9","14","snoRNA"
"ENSG00000199442","","1","misc_RNA"
"ENSG00000199453","SNORD115-12","15","snoRNA"
"ENSG00000199455","RNA5SP191","5","rRNA_pseudogene"
"ENSG00000199459","","1","misc_RNA"
"ENSG00000199460","RNU6-1216P","2","snRNA"
"ENSG00000199471","","1","misc_RNA"
"ENSG00000199472","","14","misc_RNA"
"ENSG00000199474","","16","snoRNA"
"ENSG00000199475","RN7SKP104","7","misc_RNA"
"ENSG00000199476","","3","misc_RNA"
"ENSG00000199477","SNORA31","13","snoRNA"
"ENSG00000199480","RNA5SP389","14","rRNA_pseudogene"
"ENSG00000199483","RNU4-15P","9","snRNA"
"ENSG00000199488","RNU1-70P","3","snRNA"
"ENSG00000199489","SNORD115-25","15","snoRNA"
"ENSG00000199497","RNU1-94P","20","snRNA"
"ENSG00000199506","RNU6-247P","12","snRNA"
"ENSG00000199508","RNA5SP110","2","rRNA_pseudogene"
"ENSG00000199512","RNU6-212P","15","snRNA"
"ENSG00000199515","","22","misc_RNA"
"ENSG00000199516","","7","misc_RNA"
"ENSG00000199520","RNU6-386P","3","snRNA"
"ENSG00000199530","","4","misc_RNA"
"ENSG00000199536","RNU6-315P","3","snRNA"
"ENSG00000199545","RNA5SP195","5","rRNA_pseudogene"
"ENSG00000199546","","3","misc_RNA"
"ENSG00000199550","","11","misc_RNA"
"ENSG00000199556","RNA5SP361","12","rRNA_pseudogene"
"ENSG00000199562","RNU6-37P","1","snRNA"
"ENSG00000199565","","1","misc_RNA"
"ENSG00000199566","","12","snoRNA"
"ENSG00000199568","RNU5A-1","15","snRNA"
"ENSG00000199570","RNU6-228P","20","snRNA"
"ENSG00000199571","","12","snoRNA"
"ENSG00000199580","","15","misc_RNA"
"ENSG00000199591","","3","misc_RNA"
"ENSG00000199592","RNA5SP321","10","rRNA_pseudogene"
"ENSG00000199601","RNU6-562P","X","snRNA"
"ENSG00000199605","RNY4P24","13","misc_RNA"
"ENSG00000199622","RN7SKP20","X","misc_RNA"
"ENSG00000199627","RNU6-1010P","7","snRNA"
"ENSG00000199629","RNU1-14P","7","snRNA"
"ENSG00000199630","","6","misc_RNA"
"ENSG00000199633","","15","snoRNA"
"ENSG00000199635","","9","misc_RNA"
"ENSG00000199636","","18","misc_RNA"
"ENSG00000199646","RNU6-1272P","7","snRNA"
"ENSG00000199667","","8","misc_RNA"
"ENSG00000199672","RNU4-21P","1","snRNA"
"ENSG00000199674","RNU6-862P","17","snRNA"
"ENSG00000199677","","5","misc_RNA"
"ENSG00000199683","RN7SKP185","20","misc_RNA"
"ENSG00000199687","RNU1-38P","2","snRNA"
"ENSG00000199691","RN7SKP173","20","misc_RNA"
"ENSG00000199697","RNU6-446P","17","snRNA"
"ENSG00000199701","","8","misc_RNA"
"ENSG00000199702","RNU6-170P","18","snRNA"
"ENSG00000199704","SNORD115-29","15","snoRNA"
"ENSG00000199709","RNU4-23P","11","snRNA"
"ENSG00000199711","","7","misc_RNA"
"ENSG00000199712","SNORD115-2","15","snoRNA"
"ENSG00000199719","RN7SKP74","20","misc_RNA"
"ENSG00000199730","RN7SKP95","15","misc_RNA"
"ENSG00000199731","RNU6-1079P","5","snRNA"
"ENSG00000199732","","8","misc_RNA"
"ENSG00000199733","RNA5SP307","10","rRNA_pseudogene"
"ENSG00000199735","RNU6-227P","17","snRNA"
"ENSG00000199740","","12","misc_RNA"
"ENSG00000199751","","X","misc_RNA"
"ENSG00000199753","SNORD104","17","snoRNA"
"ENSG00000199755","","14","misc_RNA"
"ENSG00000199756","","1","misc_RNA"
"ENSG00000199762","","6","misc_RNA"
"ENSG00000199767","RNU6-78P","13","snRNA"
"ENSG00000199781","","2","misc_RNA"
"ENSG00000199782","SNORD115-9","15","snoRNA"
"ENSG00000199786","RNA5SP188","5","rRNA_pseudogene"
"ENSG00000199787","SNORA80C","16","snoRNA"
"ENSG00000199788","RNY3P2","13","misc_RNA"
"ENSG00000199798","SNORD114-5","14","snoRNA"
"ENSG00000199801","","17","misc_RNA"
"ENSG00000199805","RNU1-134P","20","snRNA"
"ENSG00000199809","RNA5SP374","12","rRNA_pseudogene"
"ENSG00000199831","RN7SKP291","1","misc_RNA"
"ENSG00000199836","RNU1-47P","14","snRNA"
"ENSG00000199845","RNA5SP375","12","rRNA_pseudogene"
"ENSG00000199846","RNU1-72P","7","snRNA"
"ENSG00000199855","RNU6-490P","10","snRNA"
"ENSG00000199856","","18","snoRNA"
"ENSG00000199857","","4","snoRNA"
"ENSG00000199865","RNU6-495P","22","snRNA"
"ENSG00000199866","","2","misc_RNA"
"ENSG00000199867","","18","misc_RNA"
"ENSG00000199872","RNU6-942P","2","snRNA"
"ENSG00000199874","RNA5SP452","18","rRNA_pseudogene"
"ENSG00000199875","","11","misc_RNA"
"ENSG00000199879","RNVU1-22","1","snRNA"
"ENSG00000199880","RNU6-888P","5","snRNA"
"ENSG00000199881","","10","misc_RNA"
"ENSG00000199883","RN7SKP90","11","misc_RNA"
"ENSG00000199886","RNU6-249P","12","snRNA"
"ENSG00000199895","","12","misc_RNA"
"ENSG00000199899","","12","misc_RNA"
"ENSG00000199901","","4","misc_RNA"
"ENSG00000199906","RNU5B-2P","3","snRNA"
"ENSG00000199914","SNORD114-16","14","snoRNA"
"ENSG00000199920","RNU4-44P","X","snRNA"
"ENSG00000199921","RNU6-161P","1","snRNA"
"ENSG00000199929","RNA5SP405","16","rRNA_pseudogene"
"ENSG00000199932","RNU1-18P","6","snRNA"
"ENSG00000199933","RNY1P16","12","misc_RNA"
"ENSG00000199938","","6","misc_RNA"
"ENSG00000199940","RN7SKP75","7","misc_RNA"
"ENSG00000199942","SNORD114-19","14","snoRNA"
"ENSG00000199944","RNU6-653P","6","snRNA"
"ENSG00000199960","SNORD115-14","15","snoRNA"
"ENSG00000199961","SNORD1B","17","snoRNA"
"ENSG00000199962","","21","misc_RNA"
"ENSG00000199963","RNU6-605P","1","snRNA"
"ENSG00000199964","","2","misc_RNA"
"ENSG00000199968","SNORD115-19","15","snoRNA"
"ENSG00000199970","SNORD115-3","15","snoRNA"
"ENSG00000199975","RN7SKP243","11","misc_RNA"
"ENSG00000199977","","18","snoRNA"
"ENSG00000199990","VTRNA1-1","5","vault_RNA"
"ENSG00000199994","RNA5SP145","3","rRNA_pseudogene"
"ENSG00000200003","RNU6-986P","2","snRNA"
"ENSG00000200008","","15","misc_RNA"
"ENSG00000200013","RNU6-623P","17","snRNA"
"ENSG00000200021","RNA5SP448","17","rRNA_pseudogene"
"ENSG00000200024","","4","misc_RNA"
"ENSG00000200026","","9","snoRNA"
"ENSG00000200028","RNA5SP98","2","rRNA_pseudogene"
"ENSG00000200029","RNU6-642P","2","snRNA"
"ENSG00000200033","RNU6-403P","1","snRNA"
"ENSG00000200036","RNA5SP65","1","rRNA_pseudogene"
"ENSG00000200040","","6","misc_RNA"
"ENSG00000200041","","9","misc_RNA"
"ENSG00000200047","RN7SKP115","11","misc_RNA"
"ENSG00000200049","","4","misc_RNA"
"ENSG00000200051","","5","snoRNA"
"ENSG00000200052","","3","misc_RNA"
"ENSG00000200062","RNU4-58P","16","snRNA"
"ENSG00000200063","","17","snoRNA"
"ENSG00000200064","RNY4P9","13","misc_RNA"
"ENSG00000200070","RNU4-80P","15","snRNA"
"ENSG00000200072","","13","snoRNA"
"ENSG00000200075","","8","snoRNA"
"ENSG00000200085","","1","misc_RNA"
"ENSG00000200086","RNU6-433P","2","snRNA"
"ENSG00000200087","SNORA73B","1","snoRNA"
"ENSG00000200089","SNORD114-31","14","snoRNA"
"ENSG00000200090","","11","misc_RNA"
"ENSG00000200091","RN7SKP163","6","misc_RNA"
"ENSG00000200095","RNU6-181P","15","snRNA"
"ENSG00000200097","RNU6-1167P","10","snRNA"
"ENSG00000200105","RNU6-251P","12","snRNA"
"ENSG00000200106","RNU6-984P","9","snRNA"
"ENSG00000200107","RNU6-1249P","17","snRNA"
